d18O SMOW;Analysis;Date;clock time;time after start single run (h);east-west (um);north-south (um);primary current (nA);16O ions per sec;18O/16O measured;1 SE (permil);16O1H/16O measured;1 SE (%);DT-FA-x (digits);DT-FA-y (digits);entrance slit x (digits);Source Pressure (mbar);18O/16O IMF corrected;d18O SMOW
25.98;Map-Otolith@0075;26.11.2021;20:01;4.18;2543;-2922;2.78;1.75E+09;0.00204787;0.16;0.043;0.28;40;-17;4;1.30E-08;0.00205729;25.98
25.99;Map-Otolith@0711;28.11.2021;07:17;38.16;2661;-3045;2.91;1.86E+09;0.0020479;0.15;0.0397;0.05;44;-23;8;1.00E-08;0.00205731;25.99
25.99;Map-Otolith@0529;27.11.2021;21:10;28.36;3196;-2059;2.9;1.83E+09;0.0020479;0.08;0.037;0.17;53;-30;8;1.10E-08;0.00205731;25.99
25.99;Map-Otolith@0182;27.11.2021;01:54;10.07;2779;-2553;2.85;1.75E+09;0.0020479;0.12;0.0394;0.16;47;-22;4;1.20E-08;0.00205732;25.99
25.99;Map-Otolith@0653;28.11.2021;04:06;34.97;3116;-2617;2.93;1.88E+09;0.00204791;0.11;0.0375;0.02;46;-26;6;1.10E-08;0.00205732;25.99
26;Map-Otolith@0577;27.11.2021;23:49;31.01;1994;-2840;3.01;1.92E+09;0.00204793;0.11;0.0375;0.33;42;-23;13;1.10E-08;0.00205734;26
26.01;Map-Otolith@0052;26.11.2021;18:45;2.92;3116;-2856;2.83;1.79E+09;0.00204794;0.14;0.0402;0.04;38;-10;8;1.30E-08;0.00205735;26.01
26.01;Map-Otolith@0791;28.11.2021;11:42;42.57;2190;-2553;3;1.94E+09;0.00204795;0.12;0.0364;0.23;42;-27;4;1.00E-08;0.00205736;26.01
26.02;Map-Otolith@0574;27.11.2021;23:39;30.85;2701;-2553;2.98;1.91E+09;0.00204796;0.14;0.0409;0.19;45;-26;5;1.10E-08;0.00205738;26.02
26.02;Map-Otolith@0507;27.11.2021;19:58;27.16;2386;-1775;2.96;1.85E+09;0.00204797;0.09;0.0419;0.05;46;-28;1;1.10E-08;0.00205738;26.02
26.03;Map-Otolith@0737;28.11.2021;08:43;39.59;2739;-1693;2.9;1.85E+09;0.00204798;0.11;0.0393;0.17;46;-31;6;1.00E-08;0.00205739;26.03
26.03;Map-Otolith@0557;27.11.2021;22:43;29.91;2151;-1775;2.97;1.88E+09;0.00204798;0.13;0.0421;0.16;46;-30;2;1.10E-08;0.0020574;26.03
26.03;Map-Otolith@0199;27.11.2021;02:50;10.68;2347;-3291;2.83;1.76E+09;0.00204799;0.12;0.046;0.42;46;-22;3;1.20E-08;0.0020574;26.03
26.04;Map-Otolith@0359;27.11.2021;11:43;19.24;2996;-2975;2.95;1.88E+09;0.002048;0.13;0.0413;0.19;48;-27;8;1.20E-08;0.00205741;26.04
26.04;Map-Otolith@0638;28.11.2021;03:16;34.46;1876;-1980;2.92;1.86E+09;0.00204801;0.12;0.0403;0.17;41;-28;7;1.10E-08;0.00205742;26.04
26.05;Map-Otolith@0117;26.11.2021;22:20;6.5;2190;-3291;2.8;1.66E+09;0.00204801;0.14;0.0448;0.64;44;-19;8;1.30E-08;0.00205743;26.05
26.05;Map-Otolith@0731;28.11.2021;08:23;39.26;1596;-3142;2.91;1.85E+09;0.00204802;0.14;0.0407;0.2;40;-21;9;1.00E-08;0.00205743;26.05
26.05;Map-Otolith@0095;26.11.2021;21:07;5.28;3156;-3254;2.75;1.75E+09;0.00204802;0.12;0.0426;0.18;42;-17;4;1.30E-08;0.00205744;26.05
26.05;Map-Otolith@0781;28.11.2021;11:08;42.01;2622;-1980;2.97;1.93E+09;0.00204803;0.12;0.0368;0.13;42;-32;5;1.00E-08;0.00205744;26.05
26.06;Map-Otolith@0413;27.11.2021;14:48;22.32;2504;-3291;2.94;1.87E+09;0.00204804;0.07;0.04;0.3;46;-26;9;1.10E-08;0.00205745;26.06
26.06;Map-Otolith@0655;28.11.2021;04:13;35.09;2229;-2103;2.94;1.89E+09;0.00204804;0.12;0.0378;0.19;42;-30;4;1.00E-08;0.00205745;26.06
26.07;Map-Otolith@0208;27.11.2021;03:26;11.28;2897;-3127;2.87;1.80E+09;0.00204806;0.1;0.0435;0.13;51;-22;5;1.20E-08;0.00205747;26.07
26.07;Map-Otolith@0634;28.11.2021;03:03;34.25;3156;-3135;2.91;1.87E+09;0.00204806;0.11;0.0396;0.12;52;-21;0;1.10E-08;0.00205748;26.07
26.07;Map-Otolith@0541;27.11.2021;21:50;29.03;2818;-2349;2.91;1.86E+09;0.00204807;0.12;0.0379;0.21;49;-25;4;1.10E-08;0.00205748;26.07
26.08;Map-Otolith@0282;27.11.2021;07:30;15.34;2700;-1939;2.85;1.78E+09;0.00204808;0.13;0.04;0.29;46;-29;10;1.20E-08;0.00205749;26.08
26.09;Map-Otolith@0559;27.11.2021;22:49;30.01;3036;-2577;2.98;1.91E+09;0.00204811;0.11;0.0356;0.1;47;-28;3;1.10E-08;0.00205752;26.09
26.09;Map-Otolith@0815;28.11.2021;13:07;43.99;2700;-2349;2.9;1.92E+09;0.00204811;0.14;0.0343;0.21;42;-28;4;1.00E-08;0.00205752;26.09
26.1;Map-Otolith@0232;27.11.2021;04:45;12.59;1954;-2799;2.89;1.82E+09;0.00204812;0.07;0.0402;0.22;46;-25;6;1.20E-08;0.00205753;26.1
26.1;Map-Otolith@0172;27.11.2021;01:21;9.52;1596;-2909;2.81;1.72E+09;0.00204812;0.16;0.0445;0.19;43;-22;4;1.20E-08;0.00205754;26.1
26.1;Map-Otolith@0303;27.11.2021;08:39;16.49;1596;-3414;2.83;1.75E+09;0.00204812;0.1;0.0448;0.24;46;-22;6;1.20E-08;0.00205754;26.1
26.1;Map-Otolith@0108;26.11.2021;21:50;6;2661;-2308;2.79;1.74E+09;0.00204812;0.12;0.0403;0.22;44;-20;9;1.20E-08;0.00205754;26.1
26.11;Map-Otolith@0235;27.11.2021;04:55;12.76;3076;-2258;2.91;1.80E+09;0.00204814;0.08;0.0395;0.23;47;-25;7;1.20E-08;0.00205755;26.11
26.11;Map-Otolith@0286;27.11.2021;07:43;15.56;1994;-2021;2.86;1.78E+09;0.00204814;0.14;0.0427;0.1;46;-26;6;1.20E-08;0.00205755;26.11
26.11;Map-Otolith@0101;26.11.2021;21:27;5.62;1876;-2717;2.76;1.74E+09;0.00204815;0.11;0.0393;0.21;42;-19;4;1.30E-08;0.00205756;26.11
26.12;Map-Otolith@0497;27.11.2021;19:25;26.94;3196;-2218;2.95;1.84E+09;0.00204816;0.13;0.0375;0.34;52;-26;5;1.10E-08;0.00205757;26.12
26.12;Map-Otolith@0729;28.11.2021;08:17;39.16;1796;-2638;2.89;1.89E+09;0.00204817;0.1;0.0442;0.25;41;-23;7;1.00E-08;0.00205758;26.12
26.12;Map-Otolith@0459;27.11.2021;17:19;24.84;2896;-2922;2.93;1.90E+09;0.00204817;0.11;0.0441;0.12;49;-23;4;1.10E-08;0.00205758;26.12
26.13;Map-Otolith@0516;27.11.2021;20:27;27.65;2504;-1816;2.94;1.87E+09;0.00204817;0.11;0.0381;0.19;43;-31;8;1.10E-08;0.00205759;26.13
26.13;Map-Otolith@0732;28.11.2021;08:27;39.32;2937;-2553;2.92;1.91E+09;0.00204818;0.13;0.0411;0.05;47;-25;6;1.10E-08;0.00205759;26.13
26.13;Map-Otolith@0262;27.11.2021;06:24;14.24;3196;-2577;2.87;1.76E+09;0.00204818;0.09;0.0353;0.33;52;-26;13;1.20E-08;0.00205759;26.13
26.14;Map-Otolith@0128;26.11.2021;22:56;7.1;3036;-3095;2.79;1.75E+09;0.00204821;0.14;0.0455;0.14;49;-18;6;1.20E-08;0.00205762;26.14
26.15;Map-Otolith@0154;27.11.2021;00:21;8.52;2072;-2840;2.79;1.73E+09;0.00204822;0.16;0.043;0.45;44;-20;6;1.20E-08;0.00205764;26.15
26.16;Map-Otolith@0007;26.11.2021;16:17;0.45;2858;-2799;2.89;1.88E+09;0.00204824;0.17;0.0409;0.15;25;3;4;1.30E-08;0.00205766;26.16
26.16;Map-Otolith@0475;27.11.2021;18:12;25.72;2425;-2267;2.91;1.87E+09;0.00204825;0.12;0.0388;0.18;48;-26;3;1.10E-08;0.00205767;26.16
26.17;Map-Otolith@0156;27.11.2021;00:28;8.63;2465;-1816;2.79;1.74E+09;0.00204826;0.13;0.0397;0.1;48;-22;4;1.20E-08;0.00205767;26.17
26.17;Map-Otolith@0169;27.11.2021;01:11;9.35;3236;-2019;2.8;1.68E+09;0.00204826;0.17;0.0416;0.12;51;-23;20;1.20E-08;0.00205768;26.17
26.18;Map-Otolith@0380;27.11.2021;12:52;20.39;2818;-2676;2.92;1.83E+09;0.00204827;0.12;0.0406;0.16;48;-29;7;1.20E-08;0.00205769;26.18
26.18;Map-Otolith@0597;28.11.2021;00:54;32.1;2661;-1775;2.96;1.90E+09;0.00204827;0.1;0.0405;0.13;45;-30;7;1.10E-08;0.00205769;26.18
26.18;Map-Otolith@0742;28.11.2021;08:59;39.86;2268;-1898;2.91;1.90E+09;0.00204828;0.12;0.038;0.03;41;-32;4;1.00E-08;0.0020577;26.18
26.18;Map-Otolith@0734;28.11.2021;08:33;39.42;2111;-2881;2.92;1.90E+09;0.00204828;0.11;0.0434;0.33;41;-23;1;1.10E-08;0.0020577;26.18
26.18;Map-Otolith@0142;26.11.2021;23:42;7.87;1994;-1693;2.77;1.68E+09;0.00204829;0.1;0.0445;0.16;49;-17;4;1.30E-08;0.0020577;26.18
26.19;Map-Otolith@0146;26.11.2021;23:55;8.08;2858;-3373;2.74;1.71E+09;0.0020483;0.09;0.0434;0.2;49;-22;0;1.20E-08;0.00205771;26.19
26.19;Map-Otolith@0672;28.11.2021;05:09;36.02;2268;-2267;2.96;1.93E+09;0.00204831;0.11;0.0384;0.19;43;-28;4;1.00E-08;0.00205772;26.19
26.21;Map-Otolith@0167;27.11.2021;01:04;9.23;3236;-2338;2.79;1.74E+09;0.00204833;0.11;0.0371;0.12;52;-23;9;1.20E-08;0.00205775;26.21
26.21;Map-Otolith@0789;28.11.2021;11:35;42.46;3196;-1979;2.99;1.93E+09;0.00204834;0.09;0.0368;0.23;49;-31;5;1.00E-08;0.00205775;26.21
26.21;Map-Otolith@0130;26.11.2021;23:02;7.2;2701;-1980;2.78;1.72E+09;0.00204834;0.11;0.0413;0.2;44;-19;9;1.20E-08;0.00205776;26.21
26.21;Map-Otolith@0534;27.11.2021;21:27;28.65;3156;-3294;2.93;1.89E+09;0.00204835;0.09;0.0403;0.09;51;-21;-11;1.10E-08;0.00205776;26.21
26.22;Map-Otolith@0051;26.11.2021;18:42;2.87;2976;-2799;2.82;1.81E+09;0.00204835;0.13;0.0434;0.05;38;-12;6;1.30E-08;0.00205777;26.22
26.22;Map-Otolith@0352;27.11.2021;11:20;18.85;2778;-2840;2.9;1.79E+09;0.00204836;0.08;0.0424;0.19;50;-25;8;1.20E-08;0.00205778;26.22
26.23;Map-Otolith@0018;26.11.2021;16:53;1.05;3276;-2537;2.83;1.71E+09;0.00204837;0.14;0.0344;0.18;31;2;25;1.30E-08;0.00205779;26.23
26.24;Map-Otolith@0746;28.11.2021;09:13;40.09;2936;-1775;2.91;1.86E+09;0.0020484;0.14;0.0396;0.19;48;-30;6;1.00E-08;0.00205782;26.24
26.25;Map-Otolith@0716;28.11.2021;07:34;38.44;2347;-1734;2.93;1.87E+09;0.00204842;0.13;0.0404;0.18;43;-33;1;1.00E-08;0.00205784;26.25
26.25;Map-Otolith@0334;27.11.2021;10:21;18.19;2582;-1857;2.89;1.80E+09;0.00204843;0.11;0.0412;0.13;48;-30;8;1.20E-08;0.00205784;26.25
26.26;Map-Otolith@0418;27.11.2021;15:04;22.59;3116;-2059;2.93;1.86E+09;0.00204844;0.14;0.038;0.25;46;-25;12;1.10E-08;0.00205785;26.26
26.26;Map-Otolith@0576;27.11.2021;23:45;30.95;1636;-2677;2.99;1.95E+09;0.00204845;0.13;0.0424;0.26;37;-26;9;1.10E-08;0.00205786;26.26
26.26;Map-Otolith@0572;27.11.2021;23:32;30.73;2543;-1693;2.98;1.85E+09;0.00204845;0.14;0.04;0.25;47;-30;7;1.10E-08;0.00205786;26.26
26.27;Map-Otolith@0327;27.11.2021;09:58;17.81;3196;-2856;2.85;1.80E+09;0.00204846;0.15;0.0388;0.13;51;-25;11;1.20E-08;0.00205787;26.27
26.27;Map-Otolith@0753;28.11.2021;09:36;40.47;3116;-2497;2.93;1.91E+09;0.00204846;0.12;0.0363;0.13;46;-28;6;1.00E-08;0.00205788;26.27
26.28;Map-Otolith@0808;28.11.2021;12:44;43.61;2996;-3413;3.04;1.94E+09;0.00204847;0.13;0.041;0.13;47;-18;1;1.00E-08;0.00205789;26.28
26.29;Map-Otolith@0544;27.11.2021;22:00;29.2;2072;-2103;2.91;1.86E+09;0.00204849;0.12;0.0368;0.14;45;-27;4;1.10E-08;0.00205791;26.29
26.29;Map-Otolith@0504;27.11.2021;19:48;27;2937;-2635;2.95;1.92E+09;0.0020485;0.11;0.0403;0.18;47;-28;4;1.10E-08;0.00205792;26.29
26.31;Map-Otolith@0029;26.11.2021;17:29;1.65;1955;-2349;2.85;1.82E+09;0.00204854;0.11;0.0411;0.19;31;-5;6;1.30E-08;0.00205796;26.31
26.31;Map-Otolith@0601;28.11.2021;01:14;32.43;2996;-2457;3;1.93E+09;0.00204855;0.12;0.0348;0.11;48;-28;3;1.10E-08;0.00205796;26.31
26.33;Map-Otolith@0492;27.11.2021;19:08;26.65;2465;-2676;2.94;1.87E+09;0.00204859;0.11;0.0439;0.04;47;-23;8;1.10E-08;0.002058;26.33
26.33;Map-Otolith@0771;28.11.2021;10:35;41.46;2661;-2881;2.92;1.90E+09;0.00204859;0.12;0.0408;0.07;46;-22;2;1.00E-08;0.00205801;26.33
26.34;Map-Otolith@0053;26.11.2021;18:48;2.97;2347;-1898;2.82;1.77E+09;0.00204859;0.12;0.0444;0.18;37;-8;1;1.30E-08;0.00205801;26.34
26.34;Map-Otolith@0703;28.11.2021;06:51;37.72;2936;-1693;2.89;1.82E+09;0.00204861;0.1;0.0427;0.32;47;-34;11;1.10E-08;0.00205802;26.34
26.35;Map-Otolith@0809;28.11.2021;12:48;43.67;3156;-2975;2.98;1.92E+09;0.00204861;0.11;0.0392;0.12;50;-22;0;1.00E-08;0.00205803;26.35
26.35;Map-Otolith@0659;28.11.2021;04:26;35.31;2701;-2144;2.92;1.90E+09;0.00204862;0.09;0.0349;0.14;42;-31;8;1.10E-08;0.00205804;26.35
26.37;Map-Otolith@0430;27.11.2021;15:44;23.25;2386;-3086;2.97;1.88E+09;0.00204865;0.13;0.0425;0.28;47;-23;5;1.10E-08;0.00205807;26.37
26.38;Map-Otolith@0318;27.11.2021;09:28;17.31;2700;-2185;2.85;1.79E+09;0.00204868;0.1;0.0359;0.11;49;-27;5;1.20E-08;0.0020581;26.38
26.38;Map-Otolith@0554;27.11.2021;22:33;29.75;2622;-2349;2.97;1.90E+09;0.00204869;0.09;0.0375;0.08;46;-29;8;1.10E-08;0.0020581;26.38
26.39;Map-Otolith@0489;27.11.2021;18:58;26.49;3196;-2019;2.91;1.84E+09;0.00204871;0.1;0.0376;0.17;52;-28;6;1.10E-08;0.00205813;26.39
26.41;Map-Otolith@0360;27.11.2021;11:46;19.29;2229;-2308;2.94;1.88E+09;0.00204873;0.09;0.0394;0.19;45;-31;4;1.20E-08;0.00205815;26.41
26.41;Map-Otolith@0062;26.11.2021;19:18;3.47;2819;-3045;2.86;1.81E+09;0.00204873;0.11;0.0442;0.1;39;-13;3;1.30E-08;0.00205815;26.41
26.41;Map-Otolith@0476;27.11.2021;18:15;25.77;2819;-2635;2.91;1.87E+09;0.00204875;0.12;0.0445;0.09;48;-27;4;1.10E-08;0.00205816;26.41
26.42;Map-Otolith@0644;28.11.2021;03:36;34.8;2778;-2513;2.91;1.87E+09;0.00204876;0.11;0.0382;0.09;43;-28;3;1.10E-08;0.00205818;26.42
26.42;Map-Otolith@0482;27.11.2021;18:35;26.1;1954;-2717;2.93;1.84E+09;0.00204877;0.11;0.0387;0.14;44;-26;10;1.10E-08;0.00205819;26.42
26.42;Map-Otolith@0773;28.11.2021;10:42;41.57;2386;-3168;2.91;1.88E+09;0.00204877;0.12;0.039;0.46;43;-21;-3;1.00E-08;0.00205819;26.42
26.43;Map-Otolith@0104;26.11.2021;21:37;5.78;3156;-3334;2.78;1.76E+09;0.00204877;0.13;0.0584;0.36;47;-16;2;1.20E-08;0.00205819;26.43
26.44;Map-Otolith@0074;26.11.2021;19:58;4.13;2857;-3413;2.79;1.76E+09;0.0020488;0.11;0.0403;0.26;42;-14;-1;1.30E-08;0.00205822;26.44
26.45;Map-Otolith@0748;28.11.2021;09:19;40.19;3036;-2298;2.92;1.91E+09;0.00204882;0.15;0.0355;0.15;49;-26;5;1.00E-08;0.00205824;26.45
26.46;Map-Otolith@0556;27.11.2021;22:39;29.85;3236;-2298;2.96;1.91E+09;0.00204883;0.12;0.0355;0.2;52;-26;3;1.10E-08;0.00205825;26.46
26.46;Map-Otolith@0443;27.11.2021;16:27;23.97;1596;-3064;2.96;1.85E+09;0.00204884;0.11;0.044;0.31;41;-25;6;1.10E-08;0.00205826;26.46
26.46;Map-Otolith@0447;27.11.2021;16:40;24.19;2661;-2553;2.93;1.85E+09;0.00204885;0.12;0.0415;0.11;48;-26;2;1.10E-08;0.00205826;26.46
26.46;Map-Otolith@0680;28.11.2021;05:35;36.46;2504;-2431;2.92;1.90E+09;0.00204885;0.12;0.0398;0.19;44;-26;2;1.00E-08;0.00205827;26.46
26.47;Map-Otolith@0382;27.11.2021;12:59;20.5;2150;-3291;2.91;1.79E+09;0.00204886;0.11;0.0431;0.5;49;-21;3;1.20E-08;0.00205828;26.47
26.47;Map-Otolith@0106;26.11.2021;21:43;5.88;3276;-2497;2.78;1.42E+09;0.00204887;0.09;0.0351;0.76;51;-15;9;1.30E-08;0.00205829;26.47
26.48;Map-Otolith@0273;27.11.2021;07:00;14.84;2661;-3373;2.86;1.77E+09;0.00204887;0.13;0.0415;0.24;47;-25;5;1.20E-08;0.00205829;26.48
26.48;Map-Otolith@0213;27.11.2021;03:42;11.54;2739;-2185;2.81;1.77E+09;0.00204888;0.11;0.0415;0.07;49;-25;5;1.20E-08;0.00205829;26.48
26.48;Map-Otolith@0389;27.11.2021;13:22;20.89;2308;-2717;2.92;1.84E+09;0.00204888;0.14;0.0449;0.11;45;-26;10;1.10E-08;0.0020583;26.48
26.48;Map-Otolith@0636;28.11.2021;03:10;34.36;2465;-2349;2.92;1.86E+09;0.00204888;0.11;0.0387;0.36;45;-29;6;1.10E-08;0.0020583;26.48
26.49;Map-Otolith@0740;28.11.2021;08:53;39.76;2996;-2816;2.91;1.89E+09;0.00204889;0.12;0.0427;0.12;47;-23;12;1.00E-08;0.00205831;26.49
26.49;Map-Otolith@0628;28.11.2021;02:44;33.93;2504;-1857;2.94;1.89E+09;0.00204889;0.1;0.0388;0.05;45;-28;7;1.10E-08;0.00205831;26.49
26.5;Map-Otolith@0674;28.11.2021;05:15;36.12;3236;-3055;2.97;1.91E+09;0.00204893;0.12;0.0387;0.07;50;-22;1;1.10E-08;0.00205835;26.5
26.53;Map-Otolith@0328;27.11.2021;10:01;17.86;3036;-3334;2.85;1.80E+09;0.00204897;0.14;0.0449;0.32;51;-25;2;1.20E-08;0.00205839;26.53
26.53;Map-Otolith@0564;27.11.2021;23:06;30.3;2661;-2103;2.98;1.91E+09;0.00204898;0.15;0.0353;0.15;44;-30;7;1.10E-08;0.0020584;26.53
26.54;Map-Otolith@0681;28.11.2021;05:38;36.51;2150;-2963;2.92;1.89E+09;0.00204899;0.14;0.0409;0.27;42;-23;2;1.10E-08;0.00205841;26.54
26.55;Map-Otolith@0425;27.11.2021;15:27;22.97;2543;-2553;2.94;1.87E+09;0.00204902;0.1;0.0381;0.19;48;-27;7;1.10E-08;0.00205844;26.55
26.57;Map-Otolith@0500;27.11.2021;19:34;27.09;1596;-2754;2.93;1.87E+09;0.00204906;0.12;0.0432;0.17;39;-25;9;1.10E-08;0.00205848;26.57
26.6;Map-Otolith@0518;27.11.2021;20:34;27.76;2308;-2349;2.93;1.87E+09;0.00204912;0.11;0.0366;0.17;45;-29;8;1.10E-08;0.00205854;26.6
26.61;Map-Otolith@0486;27.11.2021;18:48;26.32;3116;-3414;2.91;1.84E+09;0.00204913;0.15;0.0409;0.06;52;-20;3;1.10E-08;0.00205855;26.61
26.62;Map-Otolith@0527;27.11.2021;21:03;28.25;2229;-1857;2.9;1.88E+09;0.00204916;0.1;0.0431;0.17;44;-28;1;1.10E-08;0.00205858;26.62
26.64;Map-Otolith@0788;28.11.2021;11:32;42.41;1993;-2390;2.98;1.95E+09;0.0020492;0.12;0.0413;0.09;40;-28;5;1.00E-08;0.00205862;26.64
26.65;Map-Otolith@0508;27.11.2021;20:01;27.21;2504;-2062;2.95;1.88E+09;0.00204921;0.11;0.0383;0.14;48;-31;3;1.10E-08;0.00205863;26.65
26.65;Map-Otolith@0704;28.11.2021;06:54;37.77;2819;-3291;2.89;1.85E+09;0.00204922;0.08;0.04;0.15;48;-19;-1;1.10E-08;0.00205864;26.65
26.66;Map-Otolith@0503;27.11.2021;19:44;26.93;2465;-2021;2.95;1.90E+09;0.00204923;0.12;0.0419;0.34;44;-29;7;1.10E-08;0.00205865;26.66
26.66;Map-Otolith@0412;27.11.2021;14:44;22.25;2936;-2513;2.94;1.86E+09;0.00204924;0.11;0.0391;0.11;49;-26;7;1.10E-08;0.00205866;26.66
26.67;Map-Otolith@0392;27.11.2021;13:32;21.05;2583;-2226;2.94;1.87E+09;0.00204926;0.07;0.0393;0.18;48;-28;1;1.10E-08;0.00205868;26.67
26.68;Map-Otolith@0277;27.11.2021;07:13;15.06;2622;-2308;2.86;1.80E+09;0.00204928;0.11;0.0386;0.19;49;-27;3;1.20E-08;0.0020587;26.68
26.69;Map-Otolith@0770;28.11.2021;10:32;41.41;2229;-2553;2.93;1.86E+09;0.0020493;0.13;0.0362;0.28;41;-27;9;1.00E-08;0.00205872;26.69
26.69;Map-Otolith@0253;27.11.2021;05:54;13.74;2896;-3004;2.86;1.76E+09;0.0020493;0.12;0.0436;0.42;50;-26;7;1.20E-08;0.00205872;26.69
26.7;Map-Otolith@0137;26.11.2021;23:25;7.58;2268;-1857;2.77;1.72E+09;0.00204931;0.08;0.0422;0.15;47;-20;7;1.20E-08;0.00205873;26.7
26.7;Map-Otolith@0260;27.11.2021;06:17;14.13;2543;-2513;2.86;1.80E+09;0.00204931;0.1;0.0414;0.18;48;-26;7;1.20E-08;0.00205873;26.7
26.7;Map-Otolith@0013;26.11.2021;16:36;0.77;1915;-2676;2.84;1.83E+09;0.00204933;0.14;0.0421;0.14;26;0;5;1.30E-08;0.00205875;26.7
26.71;Map-Otolith@0571;27.11.2021;23:29;30.68;3276;-2736;3.02;1.89E+09;0.00204934;0.14;0.0386;0.18;53;-26;12;1.10E-08;0.00205876;26.71
26.72;Map-Otolith@0645;28.11.2021;03:40;34.86;2818;-2594;2.91;1.91E+09;0.00204936;0.13;0.0422;0.09;46;-24;3;1.10E-08;0.00205878;26.72
26.73;Map-Otolith@0300;27.11.2021;08:29;16.33;1636;-2638;2.84;1.80E+09;0.00204939;0.09;0.0441;0.11;44;-25;2;1.20E-08;0.00205881;26.73
26.75;Map-Otolith@0223;27.11.2021;04:15;12.09;2465;-1775;2.81;1.76E+09;0.00204942;0.13;0.0393;0.12;47;-23;5;1.20E-08;0.00205885;26.75
26.76;Map-Otolith@0525;27.11.2021;20:57;28.15;2583;-2635;2.92;1.88E+09;0.00204943;0.12;0.0437;0.07;47;-27;2;1.10E-08;0.00205885;26.76
26.78;Map-Otolith@0690;28.11.2021;06:08;37.01;2739;-2349;2.91;1.90E+09;0.00204949;0.11;0.0358;0.15;47;-27;-4;1.10E-08;0.00205891;26.78
26.79;Map-Otolith@0353;27.11.2021;11:23;18.9;3076;-3174;2.9;1.83E+09;0.00204949;0.11;0.0424;0.07;51;-25;3;1.20E-08;0.00205891;26.79
26.79;Map-Otolith@0421;27.11.2021;15:14;22.75;2347;-2840;2.94;1.83E+09;0.0020495;0.12;0.0432;0.23;48;-23;6;1.10E-08;0.00205892;26.79
26.8;Map-Otolith@0602;28.11.2021;01:17;32.48;2504;-2758;3.01;1.94E+09;0.00204952;0.16;0.0433;0.25;44;-25;6;1.10E-08;0.00205894;26.8
26.81;Map-Otolith@0651;28.11.2021;03:59;34.86;2996;-2696;2.93;1.89E+09;0.00204953;0.13;0.0432;0.08;48;-24;4;1.10E-08;0.00205896;26.81
26.82;Map-Otolith@0197;27.11.2021;02:43;10.88;1676;-2172;2.83;1.79E+09;0.00204956;0.13;0.0441;0.09;46;-26;1;1.20E-08;0.00205898;26.82
26.84;Map-Otolith@0712;28.11.2021;07:21;38.22;1836;-2288;2.91;1.89E+09;0.00204959;0.08;0.0365;0.15;39;-28;6;1.00E-08;0.00205902;26.84
26.85;Map-Otolith@0811;28.11.2021;12:54;43.77;2543;-2472;2.93;1.89E+09;0.00204961;0.13;0.0423;0.02;44;-22;11;1.00E-08;0.00205903;26.85
26.86;Map-Otolith@0040;26.11.2021;18:05;2.25;2033;-2758;2.86;1.83E+09;0.00204963;0.15;0.0426;0.32;33;-7;5;1.30E-08;0.00205905;26.86
26.86;Map-Otolith@0566;27.11.2021;23:12;30.4;2072;-2144;3;1.91E+09;0.00204964;0.14;0.0383;0.73;42;-27;10;1.10E-08;0.00205907;26.86
26.88;Map-Otolith@0022;26.11.2021;17:06;1.27;3236;-2497;2.83;1.77E+09;0.00204968;0.13;0.0371;0.21;30;-2;18;1.30E-08;0.0020591;26.88
26.88;Map-Otolith@0184;27.11.2021;02:00;10.17;1596;-2987;2.84;1.78E+09;0.00204968;0.12;0.0442;0.28;44;-23;3;1.20E-08;0.00205911;26.88
26.9;Map-Otolith@0661;28.11.2021;04:32;35.41;1836;-2250;2.92;1.91E+09;0.00204971;0.11;0.0427;0.05;39;-27;5;1.10E-08;0.00205914;26.9
26.91;Map-Otolith@0119;26.11.2021;22:26;6.6;2308;-2308;2.78;1.73E+09;0.00204973;0.11;0.0419;0.27;43;-20;10;1.30E-08;0.00205915;26.91
26.93;Map-Otolith@0397;27.11.2021;13:48;21.32;2386;-2431;2.97;1.88E+09;0.00204979;0.12;0.0385;0.12;47;-24;3;1.20E-08;0.00205921;26.93
26.94;Map-Otolith@0004;26.11.2021;16:07;0.28;2778;-2349;2.86;1.85E+09;0.0020498;0.16;0.0407;0.28;21;2;11;1.30E-08;0.00205922;26.94
26.94;Map-Otolith@0145;26.11.2021;23:52;8.03;2425;-2513;2.75;1.72E+09;0.0020498;0.12;0.0435;0.29;47;-23;6;1.20E-08;0.00205922;26.94
26.95;Map-Otolith@0019;26.11.2021;16:56;1.1;2740;-2226;2.84;1.84E+09;0.00204981;0.13;0.0386;0.07;28;-1;4;1.30E-08;0.00205923;26.95
26.98;Map-Otolith@0248;27.11.2021;05:38;13.48;3156;-3055;2.86;1.79E+09;0.00204987;0.09;0.041;0.45;52;-25;5;1.20E-08;0.0020593;26.98
26.99;Map-Otolith@0688;28.11.2021;06:01;36.89;2857;-2267;2.92;1.87E+09;0.00204989;0.11;0.0366;0.13;45;-28;6;1.00E-08;0.00205931;26.99
26.99;Map-Otolith@0494;27.11.2021;19:15;26.77;2543;-3004;2.96;1.85E+09;0.0020499;0.12;0.0411;0.11;47;-23;9;1.10E-08;0.00205932;26.99
27;Map-Otolith@0717;28.11.2021;07:37;38.49;2739;-2676;2.91;1.87E+09;0.00204991;0.12;0.0402;0.05;47;-22;7;1.00E-08;0.00205933;27
