"ID"	"TL_mm"	"weight"	"sex"	"area"	"capt_date"	"age"	"cohort"	"year"	"inc_um"	"rad_um"	"core"	"d18O"	"sims_dist"
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-8.0386737	102.342562016006
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-6.7776607	136.180027904242
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-7.4372675	170.017646142981
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-7.4566677	203.855340866998
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-6.8455614	238.522535622947
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-7.1656647	272.360055808483
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-6.8455614	306.19764858666
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-6.6709596	340.035292285963
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-7.09776399999999	374.702548696963
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-7.3499666	408.540083712725
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-5.5166477	442.377666705723
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-5.6330489	477.045071245894
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-6.2053548	510.88256967722
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-6.4963578	544.720111616966
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-7.5924691	578.557689431227
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-6.6321592	613.225081026535
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-7.0104631	647.062593571905
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-6.7485604	680.900139521208
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-4.4690369	714.737714130156
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-4.4593368	749.405097393926
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-5.5845484	783.242618860848
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	1	851.4	851.4	172.3	-4.5272375	817.080167425449
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	2	373.2	1224.6	172.3	NA	851.747615200653
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	2	373.2	1224.6	172.3	NA	885.585117309454
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	2	373.2	1224.6	172.3	-5.2353448	919.42264492452
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	2	373.2	1224.6	172.3	-5.6912495	953.260195329691
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	2	373.2	1224.6	172.3	-5.8561512	988.485710569455
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	2	373.2	1224.6	172.3	-5.97255239999999	1022.88220240651
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	2	373.2	1224.6	172.3	-6.0501532	1057.27952784493
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	2	373.2	1224.6	172.3	-5.8949516	1091.67760808766
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	2	373.2	1224.6	172.3	-5.5554481	1126.90416628922
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	2	373.2	1224.6	172.3	-5.4099466	1161.30314733062
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	2	373.2	1224.6	172.3	-4.7891402	1195.70272225165
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	3	438.5	1663.1	172.3	-5.0025424	1230.92972991962
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	3	438.5	1663.1	172.3	-5.3032455	1265.32999648313
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	3	438.5	1663.1	172.3	-7.194765	1299.73074134607
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	3	438.5	1663.1	172.3	-7.3984671	1334.13192750942
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	3	438.5	1663.1	172.3	-6.52545809999999	1369.35933925321
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	3	438.5	1663.1	172.3	-7.6991702	1403.76101954713
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	3	438.5	1663.1	172.3	-6.2538553	1438.163064468
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	3	438.5	1663.1	172.3	-5.3032455	1472.56544846061
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	3	438.5	1663.1	172.3	-5.9919526	1507.7930892533
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	3	438.5	1663.1	172.3	-6.2538553	1542.19583711019
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	3	438.5	1663.1	172.3	-5.5845484	1576.5988709878
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	3	438.5	1663.1	172.3	-6.1956547	1611.82660357744
"BH-93002"	686	2366	"f"	"Sehrowbach"	"2022-04-11"	3	2018	3	438.5	1663.1	172.3	-5.9919526	1647.05434033003
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-8.1938753	0
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-8.0871742	34.2052627529741
