Mount	SIMS_ID	Fish_ID	Distance_um	Na/Ca	Mg/Ca	Mn/Ca	Sr/Ca	Ba/Ca	comment	
035	F	BH-91570	775.5	8.48E-03	8.89E-05	4.43E-05	3.23E-03	4.46E-06		
035	F	BH-91570	770.0	8.76E-03	1.05E-04	4.43E-05	3.23E-03	4.36E-06		
035	F	BH-91570	764.5	8.56E-03	1.05E-04	4.43E-05	3.30E-03	4.48E-06		
035	F	BH-91570	759.0	7.98E-03	9.08E-05	6.24E-05	3.24E-03	4.21E-06		
035	F	BH-91570	753.5	7.23E-03	8.68E-05	8.02E-05	3.15E-03	4.03E-06		
035	F	BH-91570	748.0	7.07E-03	8.48E-05	7.87E-05	3.08E-03	3.90E-06		
035	F	BH-91570	742.5	7.15E-03	9.28E-05	7.88E-05	3.13E-03	3.52E-06		
035	F	BH-91570	737.0	7.15E-03	9.28E-05	6.73E-05	3.30E-03	2.84E-06		
035	F	BH-91570	731.5	7.09E-03	8.81E-05	5.40E-05	3.01E-03	2.70E-06		
035	F	BH-91570	726.0	8.10E-03	8.01E-05	5.67E-05	2.79E-03	2.83E-06		
035	F	BH-91570	720.5	8.10E-03	7.30E-05	6.51E-05	2.88E-03	3.73E-06		
035	F	BH-91570	715.0	8.17E-03	7.47E-05	7.50E-05	3.14E-03	5.22E-06		
035	F	BH-91570	709.5	8.02E-03	7.97E-05	8.00E-05	3.35E-03	6.32E-06		
035	F	BH-91570	704.0	8.03E-03	1.03E-04	8.66E-05	3.48E-03	6.49E-06		
035	F	BH-91570	698.5	7.95E-03	1.03E-04	8.75E-05	3.33E-03	6.08E-06		
035	F	BH-91570	693.0	8.79E-03	1.09E-04	9.22E-05	3.51E-03	5.99E-06		
035	F	BH-91570	687.5	8.98E-03	1.21E-04	8.97E-05	3.40E-03	5.63E-06		
035	F	BH-91570	682.0	1.01E-02	9.46E-05	9.04E-05	4.47E-03	4.77E-06		
035	F	BH-91570	676.5	8.86E-03	9.52E-05	8.81E-05	4.02E-03	5.37E-06		
035	F	BH-91570	671.0	7.73E-03	8.73E-05	8.78E-05	3.62E-03	5.05E-06		
035	F	BH-91570	665.5	9.10E-03	9.80E-05	1.06E-04	4.25E-03	5.59E-06		
035	F	BH-91570	660.0	8.49E-03	1.04E-04	1.04E-04	3.57E-03	5.78E-06		
035	F	BH-91570	654.5	8.66E-03	1.04E-04	9.86E-05	3.21E-03	6.26E-06		
035	F	BH-91570	649.0	9.21E-03	1.14E-04	9.67E-05	3.32E-03	6.06E-06		
035	F	BH-91570	643.5	8.62E-03	8.84E-05	9.05E-05	3.02E-03	6.72E-06		
035	F	BH-91570	638.0	9.18E-03	8.84E-05	9.70E-05	3.03E-03	6.98E-06		
035	F	BH-91570	632.5	8.64E-03	1.22E-04	1.09E-04	3.01E-03	4.89E-06		
035	F	BH-91570	627.0	8.80E-03	1.05E-04	1.04E-04	2.89E-03	4.74E-06		
035	F	BH-91570	621.5	9.57E-03	1.49E-04	1.01E-04	3.14E-03	4.63E-06		
035	F	BH-91570	616.0	8.86E-03	1.18E-04	1.02E-04	3.37E-03	3.73E-06		
035	F	BH-91570	610.5	9.26E-03	9.74E-05	1.09E-04	3.52E-03	3.73E-06		
035	F	BH-91570	605.0	9.16E-03	1.24E-04	1.39E-04	3.71E-03	4.91E-06		
035	F	BH-91570	599.5	8.64E-03	1.24E-04	1.50E-04	3.71E-03	3.68E-06		
035	F	BH-91570	594.0	9.03E-03	1.46E-04	1.53E-04	3.77E-03	5.09E-06		
035	F	BH-91570	588.5	9.27E-03	1.50E-04	1.56E-04	3.73E-03	7.51E-06		
035	F	BH-91570	583.0	9.58E-03	1.59E-04	1.49E-04	3.73E-03	6.33E-06		
035	F	BH-91570	577.5	9.33E-03	1.65E-04	1.42E-04	3.67E-03	8.12E-06		
035	F	BH-91570	572.0	1.14E-02	1.65E-04	1.46E-04	3.67E-03	8.90E-06		
035	F	BH-91570	566.5	1.09E-02	1.67E-04	1.40E-04	3.70E-03	6.70E-06		
035	F	BH-91570	561.0	8.54E-03	1.66E-04	1.53E-04	4.00E-03	6.64E-06		
035	F	BH-91570	555.5	8.96E-03	1.62E-04	1.71E-04	4.90E-03	4.81E-06		
035	F	BH-91570	550.0	8.56E-03	1.37E-04	1.63E-04	4.81E-03	4.57E-06		
035	F	BH-91570	544.5	8.04E-03	1.25E-04	1.59E-04	4.68E-03	4.45E-06		
035	F	BH-91570	539.0	1.04E-02	1.34E-04	1.66E-04	4.75E-03	5.71E-06		
035	F	BH-91570	533.5	1.07E-02	1.33E-04	1.64E-04	4.22E-03	5.53E-06		
035	F	BH-91570	528.0	8.73E-03	1.43E-04	1.54E-04	3.80E-03	6.37E-06		
035	F	BH-91570	522.5	8.49E-03	1.48E-04	1.36E-04	4.16E-03	4.98E-06		
035	F	BH-91570	517.0	7.65E-03	1.48E-04	1.21E-04	3.80E-03	5.37E-06		
035	F	BH-91570	511.5	7.24E-03	1.17E-04	1.12E-04	3.68E-03	5.13E-06		
035	F	BH-91570	506.0	7.28E-03	9.71E-05	1.11E-04	3.62E-03	4.79E-06		
035	F	BH-91570	500.5	7.25E-03	7.32E-05	1.06E-04	3.24E-03	4.78E-06		
035	F	BH-91570	495.0	8.56E-03	5.89E-05	1.14E-04	3.25E-03	4.84E-06		
035	F	BH-91570	489.5	9.18E-03	6.31E-05	1.22E-04	3.47E-03	6.02E-06		
035	F	BH-91570	484.0	8.17E-03	7.10E-05	1.05E-04	3.34E-03	6.68E-06		
035	F	BH-91570	478.5	9.59E-03	1.03E-04	1.10E-04	4.31E-03	1.32E-05		
035	F	BH-91570	473.0	7.71E-03	1.06E-04	8.06E-05	4.04E-03	1.43E-05		
035	F	BH-91570	467.5	7.79E-03	1.14E-04	9.48E-05	5.21E-03	1.86E-05		
035	F	BH-91570	462.0	7.95E-03	1.19E-04	9.17E-05	5.73E-03	1.69E-05		
035	F	BH-91570	456.5	8.53E-03	9.92E-05	9.53E-05	5.73E-03	1.79E-05		
035	F	BH-91570	451.0	8.40E-03	9.18E-05	1.03E-04	5.77E-03	1.96E-05		
035	F	BH-91570	445.5	7.93E-03	8.46E-05	9.97E-05	5.87E-03	1.94E-05		
035	F	BH-91570	440.0	8.52E-03	9.32E-05	1.12E-04	6.47E-03	2.39E-05		
035	F	BH-91570	434.5	7.51E-03	9.87E-05	1.05E-04	6.06E-03	2.20E-05		
035	F	BH-91570	429.0	8.79E-03	1.29E-04	1.11E-04	6.77E-03	2.40E-05		
035	F	BH-91570	423.5	8.67E-03	1.24E-04	1.07E-04	6.24E-03	2.16E-05		
035	F	BH-91570	418.0	8.39E-03	1.11E-04	8.31E-05	5.68E-03	1.95E-05		
035	F	BH-91570	412.5	9.51E-03	1.20E-04	7.63E-05	6.28E-03	2.15E-05		
035	F	BH-91570	407.0	7.79E-03	1.00E-04	5.82E-05	5.35E-03	1.79E-05		
035	F	BH-91570	401.5	7.81E-03	1.06E-04	6.21E-05	5.81E-03	1.92E-05		
035	F	BH-91570	396.0	8.03E-03	1.09E-04	6.50E-05	6.23E-03	2.05E-05		
035	F	BH-91570	390.5	7.69E-03	1.12E-04	7.01E-05	5.86E-03	2.05E-05		
035	F	BH-91570	385.0	7.74E-03	1.13E-04	8.99E-05	5.86E-03	2.09E-05		
035	F	BH-91570	379.5	8.00E-03	1.35E-04	1.11E-04	5.44E-03	2.12E-05		
035	F	BH-91570	374.0	7.98E-03	1.43E-04	1.03E-04	4.72E-03	1.92E-05		
035	F	BH-91570	368.5	8.35E-03	1.26E-04	1.11E-04	5.04E-03	2.02E-05		
035	F	BH-91570	363.0	9.04E-03	1.26E-04	1.10E-04	5.56E-03	2.02E-05		
035	F	BH-91570	357.5	8.97E-03	1.17E-04	1.07E-04	6.13E-03	1.96E-05		
035	F	BH-91570	352.0	9.14E-03	1.09E-04	1.15E-04	6.36E-03	2.13E-05		
035	F	BH-91570	346.5	8.86E-03	1.09E-04	1.13E-04	6.85E-03	2.32E-05		
035	F	BH-91570	341.0	8.31E-03	1.02E-04	1.02E-04	6.82E-03	2.06E-05		
035	F	BH-91570	335.5	8.12E-03	9.94E-05	9.03E-05	5.95E-03	2.32E-05		
035	F	BH-91570	330.0	8.67E-03	9.72E-05	8.81E-05	6.24E-03	1.84E-05		
035	F	BH-91570	324.5	9.04E-03	9.23E-05	8.68E-05	6.24E-03	1.54E-05		
035	F	BH-91570	319.0	8.98E-03	9.14E-05	7.75E-05	6.70E-03	1.47E-05		
035	F	BH-91570	313.5	8.81E-03	8.17E-05	6.19E-05	6.70E-03	1.29E-05		
035	F	BH-91570	308.0	8.78E-03	8.51E-05	6.17E-05	7.10E-03	1.46E-05		
035	F	BH-91570	302.5	9.92E-03	8.51E-05	6.09E-05	6.57E-03	1.28E-05		
035	F	BH-91570	297.0	1.01E-02	9.46E-05	6.02E-05	6.14E-03	1.30E-05		
035	F	BH-91570	291.5	1.19E-02	1.08E-04	6.50E-05	6.42E-03	1.52E-05		
035	F	BH-91570	286.0	1.20E-02	1.13E-04	6.50E-05	6.42E-03	1.52E-05		
035	F	BH-91570	280.5	1.13E-02	1.36E-04	6.65E-05	6.14E-03	1.74E-05		
035	F	BH-91570	275.0	1.12E-02	1.62E-04	1.06E-04	5.48E-03	1.74E-05		
035	F	BH-91570	269.5	9.21E-03	1.52E-04	9.94E-05	4.64E-03	2.03E-05		
035	F	BH-91570	264.0	9.67E-03	1.43E-04	1.04E-04	4.66E-03	1.83E-05		
035	F	BH-91570	258.5	8.79E-03	1.20E-04	6.58E-05	4.66E-03	2.15E-05		
035	F	BH-91570	253.0	8.08E-03	8.61E-05	5.37E-05	4.21E-03	2.00E-05		
035	F	BH-91570	247.5	8.50E-03	1.20E-04	5.65E-05	3.74E-03	1.75E-05		
035	F	BH-91570	242.0	7.62E-03	1.10E-04	5.70E-05	2.63E-03	1.70E-05		
035	F	BH-91570	236.5	8.29E-03	8.95E-05	5.58E-05	2.58E-03	1.82E-05		
035	F	BH-91570	231.0	8.87E-03	8.46E-05	6.04E-05	2.65E-03	2.23E-05		
035	F	BH-91570	225.5	8.78E-03	7.75E-05	5.24E-05	2.06E-03	2.47E-05		
035	F	BH-91570	220.0	8.43E-03	7.75E-05	5.09E-05	1.59E-03	2.77E-05		
035	F	BH-91570	214.5	7.88E-03	8.07E-05	4.76E-05	1.48E-03	2.76E-05		
035	F	BH-91570	209.0	7.11E-03	9.19E-05	6.18E-05	1.37E-03	2.61E-05		
035	F	BH-91570	203.5	7.89E-03	9.19E-05	9.99E-05	1.31E-03	2.80E-05		
035	F	BH-91570	198.0	7.53E-03	8.54E-05	1.10E-04	1.17E-03	2.88E-05		
035	F	BH-91570	192.5	7.80E-03	7.43E-05	1.19E-04	1.28E-03	3.14E-05		
035	F	BH-91570	187.0	8.84E-03	7.89E-05	1.10E-04	1.42E-03	3.19E-05		
035	F	BH-91570	181.5	8.42E-03	7.30E-05	9.09E-05	1.58E-03	2.93E-05		
035	F	BH-91570	176.0	8.42E-03	6.34E-05	9.09E-05	1.67E-03	2.70E-05		
035	F	BH-91570	170.5	8.20E-03	6.58E-05	8.08E-05	1.74E-03	2.70E-05		
035	F	BH-91570	165.0	8.59E-03	6.95E-05	9.56E-05	1.79E-03	2.85E-05		
035	F	BH-91570	159.5	7.88E-03	7.20E-05	8.71E-05	1.52E-03	2.65E-05		
035	F	BH-91570	154.0	7.86E-03	7.20E-05	7.53E-05	1.61E-03	2.85E-05		
035	F	BH-91570	148.5	7.26E-03	7.16E-05	7.46E-05	1.44E-03	2.96E-05		
035	F	BH-91570	143.0	7.01E-03	7.31E-05	7.38E-05	1.60E-03	2.72E-05		
035	F	BH-91570	137.5	7.34E-03	6.55E-05	8.75E-05	1.78E-03	3.04E-05		
035	F	BH-91570	132.0	7.54E-03	7.04E-05	9.06E-05	1.63E-03	3.24E-05		
035	F	BH-91570	126.5	8.10E-03	7.77E-05	9.70E-05	1.70E-03	3.25E-05		
035	F	BH-91570	121.0	8.67E-03	7.52E-05	1.09E-04	1.86E-03	3.56E-05		
035	F	BH-91570	115.5	7.85E-03	7.24E-05	9.87E-05	1.67E-03	3.37E-05		
035	F	BH-91570	110.0	6.49E-03	6.67E-05	8.73E-05	1.50E-03	2.74E-05		
035	F	BH-91570	104.5	5.11E-03	5.32E-05	7.00E-05	1.36E-03	2.13E-05		
035	F	BH-91570	99.0	5.11E-03	5.32E-05	6.69E-05	1.54E-03	2.29E-05		
035	F	BH-91570	93.5	6.09E-03	6.43E-05	8.35E-05	1.84E-03	2.73E-05		
035	F	BH-91570	88.0	6.93E-03	6.60E-05	9.68E-05	2.07E-03	3.70E-05		
035	F	BH-91570	82.5	8.12E-03	6.85E-05	1.03E-04	1.95E-03	4.29E-05		
035	F	BH-91570	77.0	7.21E-03	7.42E-05	9.78E-05	1.81E-03	4.07E-05		
035	F	BH-91570	71.5	8.94E-03	7.24E-05	9.70E-05	1.81E-03	3.97E-05		
035	F	BH-91570	66.0	8.51E-03	7.47E-05	8.81E-05	1.77E-03	3.28E-05		
035	F	BH-91570	60.5	7.03E-03	7.06E-05	8.00E-05	1.71E-03	2.90E-05		
035	F	BH-91570	55.0	7.17E-03	6.44E-05	7.82E-05	1.75E-03	2.88E-05		
035	F	BH-91570	49.5	7.08E-03	6.25E-05	7.80E-05	1.70E-03	3.15E-05		
035	F	BH-91570	44.0	6.25E-03	4.96E-05	6.77E-05	1.49E-03	2.72E-05		
035	F	BH-91570	38.5	6.12E-03	4.20E-05	6.33E-05	1.36E-03	2.69E-05		
035	F	BH-91570	33.0	7.47E-03	5.17E-05	8.12E-05	1.97E-03	3.50E-05		
035	F	BH-91570	27.5	8.06E-03	5.76E-05	8.17E-05	1.97E-03	3.23E-05		
035	F	BH-91570	22.0	8.60E-03	6.91E-05	9.10E-05	1.83E-03	3.60E-05		
035	F	BH-91570	16.5	7.97E-03	6.91E-05	9.24E-05	1.83E-03	3.37E-05		
035	F	BH-91570	11.0	9.32E-03	7.05E-05	9.62E-05	1.82E-03	3.39E-05		
035	F	BH-91570	5.5	8.77E-03	7.68E-05	1.01E-04	1.86E-03	3.84E-05		
035	F	BH-91570	0.0	8.46E-03	7.48E-05	9.28E-05	1.81E-03	3.94E-05		
035	G	BH-91588	1760.0	6.88E-03	6.85E-05	1.22E-05	2.46E-03	1.32E-05	Core missed	
035	G	BH-91588	1754.5	6.99E-03	5.06E-05	9.93E-06	2.17E-03	9.75E-06	Core missed	
035	G	BH-91588	1749.0	7.81E-03	4.01E-05	1.12E-05	2.43E-03	8.23E-06	Core missed	
035	G	BH-91588	1743.5	7.65E-03	3.72E-05	1.32E-05	2.84E-03	7.62E-06	Core missed	
035	G	BH-91588	1738.0	7.26E-03	3.42E-05	1.94E-05	2.79E-03	8.28E-06	Core missed	
035	G	BH-91588	1732.5	6.77E-03	3.20E-05	1.83E-05	2.32E-03	8.28E-06	Core missed	
035	G	BH-91588	1727.0	6.27E-03	3.48E-05	1.86E-05	2.11E-03	8.41E-06	Core missed	
035	G	BH-91588	1721.5	6.06E-03	3.67E-05	2.17E-05	1.72E-03	8.01E-06	Core missed	
035	G	BH-91588	1716.0	5.80E-03	4.10E-05	1.99E-05	1.68E-03	7.82E-06	Core missed	
035	G	BH-91588	1710.5	5.80E-03	4.10E-05	2.05E-05	1.67E-03	7.74E-06	Core missed	
035	G	BH-91588	1705.0	6.04E-03	4.87E-05	1.99E-05	1.71E-03	7.32E-06	Core missed	
035	G	BH-91588	1699.5	5.48E-03	4.14E-05	1.80E-05	1.66E-03	7.50E-06	Core missed	
035	G	BH-91588	1694.0	6.09E-03	5.60E-05	2.00E-05	1.59E-03	6.78E-06	Core missed	
035	G	BH-91588	1688.5	6.60E-03	6.22E-05	2.22E-05	1.81E-03	8.44E-06	Core missed	
035	G	BH-91588	1683.0	6.01E-03	6.13E-05	2.19E-05	1.89E-03	9.63E-06	Core missed	
035	G	BH-91588	1677.5	6.09E-03	5.60E-05	2.26E-05	1.94E-03	8.47E-06	Core missed	
035	G	BH-91588	1672.0	6.40E-03	6.03E-05	2.49E-05	2.31E-03	9.55E-06	Core missed	
035	G	BH-91588	1666.5	6.09E-03	7.74E-05	2.10E-05	2.26E-03	8.28E-06	Core missed	
035	G	BH-91588	1661.0	6.76E-03	7.79E-05	2.45E-05	2.21E-03	8.33E-06	Core missed	
035	G	BH-91588	1655.5	7.21E-03	8.15E-05	2.13E-05	2.38E-03	8.87E-06	Core missed	
035	G	BH-91588	1650.0	6.25E-03	6.90E-05	1.28E-05	2.29E-03	9.13E-06	Core missed	
035	G	BH-91588	1644.5	6.31E-03	7.08E-05	1.12E-05	2.67E-03	9.39E-06	Core missed	
035	G	BH-91588	1639.0	6.19E-03	5.60E-05	9.65E-06	2.85E-03	1.00E-05	Core missed	
035	G	BH-91588	1633.5	5.73E-03	5.19E-05	1.10E-05	2.64E-03	1.34E-05	Core missed	
035	G	BH-91588	1628.0	6.03E-03	4.19E-05	1.05E-05	2.27E-03	1.56E-05	Core missed	
035	G	BH-91588	1622.5	5.87E-03	3.26E-05	9.74E-06	2.07E-03	1.59E-05	Core missed	
035	G	BH-91588	1617.0	6.14E-03	2.51E-05	9.48E-06	2.13E-03	1.57E-05	Core missed	
035	G	BH-91588	1611.5	5.70E-03	3.44E-05	6.27E-06	2.50E-03	1.58E-05	Core missed	
035	G	BH-91588	1606.0	5.28E-03	3.21E-05	2.01E-06	2.67E-03	1.28E-05	Core missed	
035	G	BH-91588	1600.5	6.22E-03	3.33E-05	8.62E-07	2.93E-03	1.01E-05	Core missed	
035	G	BH-91588	1595.0	5.96E-03	3.72E-05	5.39E-07	2.69E-03	1.00E-05	Core missed	
035	G	BH-91588	1589.5	5.28E-03	3.77E-05	5.24E-07	2.28E-03	8.33E-06	Core missed	
035	G	BH-91588	1584.0	5.94E-03	4.14E-05	6.88E-06	2.35E-03	9.29E-06	Core missed	
035	G	BH-91588	1578.5	5.66E-03	5.29E-05	1.11E-05	2.46E-03	9.29E-06	Core missed	
035	G	BH-91588	1573.0	5.75E-03	4.19E-05	1.31E-05	2.57E-03	9.93E-06	Core missed	
035	G	BH-91588	1567.5	5.93E-03	3.29E-05	1.35E-05	2.83E-03	9.81E-06	Core missed	
035	G	BH-91588	1562.0	6.01E-03	5.29E-05	1.42E-05	2.87E-03	8.59E-06	Core missed	
035	G	BH-91588	1556.5	6.14E-03	3.70E-05	1.47E-05	2.90E-03	8.15E-06	Core missed	
035	G	BH-91588	1551.0	6.28E-03	4.79E-05	1.62E-05	3.28E-03	8.42E-06	Core missed	
035	G	BH-91588	1545.5	6.32E-03	5.99E-05	1.88E-05	2.90E-03	8.79E-06	Core missed	
035	G	BH-91588	1540.0	5.99E-03	4.55E-05	2.18E-05	2.79E-03	1.02E-05	Core missed	
035	G	BH-91588	1534.5	5.74E-03	5.44E-05	2.25E-05	2.39E-03	1.25E-05	Core missed	
035	G	BH-91588	1529.0	5.92E-03	5.72E-05	3.04E-05	2.22E-03	1.07E-05	Core missed	
035	G	BH-91588	1523.5	5.94E-03	6.12E-05	3.39E-05	2.06E-03	1.27E-05	Core missed	
035	G	BH-91588	1518.0	5.95E-03	6.76E-05	3.57E-05	1.84E-03	1.26E-05	Core missed	
035	G	BH-91588	1512.5	5.87E-03	5.66E-05	4.28E-05	1.84E-03	1.26E-05	Core missed	
035	G	BH-91588	1507.0	5.99E-03	6.36E-05	4.01E-05	2.08E-03	1.35E-05	Core missed	
035	G	BH-91588	1501.5	5.63E-03	5.13E-05	3.80E-05	2.15E-03	1.31E-05	Core missed	
035	G	BH-91588	1496.0	5.56E-03	3.93E-05	2.98E-05	2.19E-03	1.35E-05	Core missed	
035	G	BH-91588	1490.5	5.28E-03	3.28E-05	2.75E-05	2.33E-03	1.36E-05	Core missed	
035	G	BH-91588	1485.0	5.49E-03	3.15E-05	2.13E-05	2.51E-03	1.46E-05	Core missed	
035	G	BH-91588	1479.5	5.49E-03	3.17E-05	1.46E-05	2.34E-03	1.52E-05	Core missed	
035	G	BH-91588	1474.0	5.66E-03	4.60E-05	1.43E-05	2.47E-03	1.48E-05	Core missed	
035	G	BH-91588	1468.5	5.86E-03	5.53E-05	1.15E-05	2.43E-03	1.47E-05	Core missed	
035	G	BH-91588	1463.0	5.47E-03	5.14E-05	1.35E-05	2.10E-03	1.52E-05	Core missed	
035	G	BH-91588	1457.5	5.06E-03	4.53E-05	1.02E-05	1.95E-03	1.40E-05	Core missed	
035	G	BH-91588	1452.0	5.61E-03	5.38E-05	9.44E-06	2.12E-03	1.49E-05	Core missed	
035	G	BH-91588	1446.5	4.87E-03	4.53E-05	8.51E-06	1.91E-03	1.35E-05	Core missed	
035	G	BH-91588	1441.0	5.17E-03	3.28E-05	9.09E-06	2.05E-03	1.28E-05	Core missed	
035	G	BH-91588	1435.5	6.09E-03	3.31E-05	9.79E-06	2.14E-03	1.38E-05	Core missed	
035	G	BH-91588	1430.0	5.19E-03	2.49E-05	7.26E-06	1.93E-03	1.15E-05	Core missed	
035	G	BH-91588	1424.5	6.40E-03	3.76E-05	1.00E-05	2.14E-03	1.29E-05	Core missed	
035	G	BH-91588	1419.0	6.40E-03	3.76E-05	8.34E-06	2.16E-03	1.08E-05	Core missed	
035	G	BH-91588	1413.5	6.35E-03	3.48E-05	9.60E-06	2.33E-03	9.10E-06	Core missed	
035	G	BH-91588	1408.0	6.08E-03	3.48E-05	1.41E-05	2.43E-03	8.36E-06	Core missed	
035	G	BH-91588	1402.5	6.24E-03	4.26E-05	1.81E-05	2.50E-03	7.66E-06	Core missed	
035	G	BH-91588	1397.0	6.81E-03	5.64E-05	1.79E-05	2.68E-03	6.95E-06	Core missed	
035	G	BH-91588	1391.5	7.38E-03	5.45E-05	1.64E-05	2.55E-03	7.00E-06	Core missed	
035	G	BH-91588	1386.0	7.07E-03	4.03E-05	1.41E-05	2.26E-03	5.35E-06	Core missed	
035	G	BH-91588	1380.5	6.51E-03	3.98E-05	1.18E-05	2.41E-03	6.17E-06	Core missed	
035	G	BH-91588	1375.0	5.81E-03	3.40E-05	1.33E-05	2.12E-03	7.62E-06	Core missed	
035	G	BH-91588	1369.5	5.91E-03	3.97E-05	1.21E-05	2.07E-03	7.37E-06	Core missed	
035	G	BH-91588	1364.0	6.33E-03	4.72E-05	1.73E-05	2.15E-03	8.61E-06	Core missed	
035	G	BH-91588	1358.5	6.92E-03	5.38E-05	2.64E-05	2.19E-03	1.00E-05	Core missed	
035	G	BH-91588	1353.0	7.14E-03	5.62E-05	2.92E-05	2.11E-03	1.00E-05	Core missed	
035	G	BH-91588	1347.5	7.96E-03	7.05E-05	3.29E-05	2.37E-03	1.24E-05	Core missed	
035	G	BH-91588	1342.0	6.67E-03	7.35E-05	2.65E-05	2.15E-03	1.13E-05	Core missed	
035	G	BH-91588	1336.5	5.72E-03	6.80E-05	2.55E-05	2.02E-03	9.68E-06	Core missed	
035	G	BH-91588	1331.0	6.18E-03	8.06E-05	2.80E-05	2.42E-03	1.05E-05	Core missed	
035	G	BH-91588	1325.5	6.53E-03	7.47E-05	3.22E-05	1.92E-03	9.19E-06	Core missed	
035	G	BH-91588	1320.0	6.79E-03	6.42E-05	3.87E-05	1.98E-03	9.57E-06	Core missed	
035	G	BH-91588	1314.5	7.21E-03	6.16E-05	3.80E-05	1.90E-03	1.04E-05	Core missed	
035	G	BH-91588	1309.0	6.91E-03	5.28E-05	3.07E-05	1.62E-03	7.70E-06	Core missed	
035	G	BH-91588	1303.5	6.52E-03	5.80E-05	2.70E-05	1.66E-03	6.87E-06	Core missed	
035	G	BH-91588	1298.0	5.62E-03	4.96E-05	2.31E-05	1.53E-03	7.30E-06	Core missed	
035	G	BH-91588	1292.5	6.34E-03	4.62E-05	2.34E-05	1.59E-03	6.98E-06	Core missed	
035	G	BH-91588	1287.0	6.98E-03	6.32E-05	2.73E-05	1.99E-03	8.14E-06	Core missed	
035	G	BH-91588	1281.5	7.28E-03	6.09E-05	3.23E-05	2.09E-03	8.06E-06	Core missed	
035	G	BH-91588	1276.0	7.93E-03	7.13E-05	3.09E-05	2.09E-03	8.06E-06	Core missed	
035	G	BH-91588	1270.5	7.37E-03	6.80E-05	2.87E-05	2.13E-03	7.70E-06	Core missed	
035	G	BH-91588	1265.0	7.00E-03	6.53E-05	2.63E-05	1.90E-03	7.90E-06	Core missed	
035	G	BH-91588	1259.5	7.00E-03	7.62E-05	2.01E-05	1.90E-03	8.32E-06	Core missed	
035	G	BH-91588	1254.0	7.05E-03	7.50E-05	1.56E-05	1.77E-03	7.58E-06	Core missed	
035	G	BH-91588	1248.5	7.28E-03	7.50E-05	1.56E-05	1.76E-03	7.58E-06	Core missed	
035	G	BH-91588	1243.0	7.61E-03	8.09E-05	1.51E-05	1.75E-03	7.43E-06	Core missed	
035	G	BH-91588	1237.5	8.07E-03	8.09E-05	1.44E-05	1.79E-03	7.19E-06	Core missed	
035	G	BH-91588	1232.0	7.23E-03	9.25E-05	1.26E-05	1.53E-03	6.49E-06	Core missed	
035	G	BH-91588	1226.5	7.23E-03	9.25E-05	1.93E-05	1.53E-03	6.35E-06	Core missed	
035	G	BH-91588	1221.0	6.15E-03	6.99E-05	2.24E-05	1.33E-03	6.03E-06	Core missed	
035	G	BH-91588	1215.5	5.64E-03	5.98E-05	2.41E-05	1.18E-03	4.99E-06	Core missed	
035	G	BH-91588	1210.0	5.80E-03	4.99E-05	2.38E-05	1.09E-03	4.50E-06	Core missed	
035	G	BH-91588	1204.5	6.42E-03	4.86E-05	2.52E-05	1.20E-03	4.23E-06	Core missed	
035	G	BH-91588	1199.0	6.49E-03	4.71E-05	2.78E-05	1.20E-03	4.43E-06	Core missed	
035	G	BH-91588	1193.5	7.10E-03	6.07E-05	2.85E-05	1.45E-03	6.19E-06	Core missed	
035	G	BH-91588	1188.0	7.08E-03	7.12E-05	2.84E-05	1.66E-03	7.70E-06	Core missed	
035	G	BH-91588	1182.5	6.71E-03	7.36E-05	2.80E-05	1.60E-03	7.32E-06	Core missed	
035	G	BH-91588	1177.0	6.49E-03	6.74E-05	2.45E-05	1.59E-03	6.12E-06	Core missed	
035	G	BH-91588	1171.5	6.23E-03	6.21E-05	2.67E-05	1.49E-03	5.91E-06	Core missed	
035	G	BH-91588	1166.0	6.48E-03	7.65E-05	2.95E-05	1.56E-03	6.14E-06	Core missed	
035	G	BH-91588	1160.5	5.95E-03	5.41E-05	2.65E-05	1.43E-03	6.19E-06	Core missed	
035	G	BH-91588	1155.0	6.31E-03	6.28E-05	2.86E-05	1.39E-03	7.10E-06	Core missed	
035	G	BH-91588	1149.5	5.66E-03	5.33E-05	2.34E-05	1.55E-03	7.27E-06	Core missed	
035	G	BH-91588	1144.0	5.77E-03	5.33E-05	2.12E-05	1.41E-03	8.17E-06	Core missed	
035	G	BH-91588	1138.5	6.30E-03	5.48E-05	2.04E-05	1.53E-03	8.42E-06	Core missed	
035	G	BH-91588	1133.0	5.87E-03	5.32E-05	1.76E-05	1.59E-03	6.93E-06	Core missed	
035	G	BH-91588	1127.5	6.66E-03	5.82E-05	1.81E-05	1.62E-03	5.36E-06	Core missed	
035	G	BH-91588	1122.0	6.42E-03	5.82E-05	1.32E-05	1.56E-03	5.36E-06	Core missed	
035	G	BH-91588	1116.5	6.66E-03	6.33E-05	1.37E-05	1.78E-03	6.15E-06	Core missed	
035	G	BH-91588	1111.0	6.73E-03	6.29E-05	2.02E-05	1.86E-03	6.98E-06	Core missed	
035	G	BH-91588	1105.5	6.26E-03	5.42E-05	1.42E-05	1.67E-03	6.62E-06	Core missed	
035	G	BH-91588	1100.0	6.26E-03	5.60E-05	1.84E-05	1.77E-03	6.88E-06	Core missed	
035	G	BH-91588	1094.5	6.79E-03	5.10E-05	1.81E-05	1.68E-03	7.39E-06	Core missed	
