Mount	SIMS_ID	Fish_ID	Distance_um	Na/Ca	Mg/Ca	Mn/Ca	Sr/Ca	Ba/Ca	comment	
035	O	BH-91571	495.0	6.08E-03	7.86E-05	4.15E-05	1.96E-03	1.75E-05		
035	O	BH-91571	489.5	6.09E-03	9.51E-05	4.77E-05	1.93E-03	1.91E-05		
035	O	BH-91571	484.0	5.93E-03	7.90E-05	4.42E-05	1.71E-03	1.83E-05		
035	O	BH-91571	478.5	6.39E-03	8.08E-05	4.69E-05	1.60E-03	1.45E-05		
035	O	BH-91571	473.0	6.31E-03	8.27E-05	4.46E-05	1.37E-03	1.00E-05		
035	O	BH-91571	467.5	6.05E-03	7.49E-05	4.31E-05	1.33E-03	9.72E-06		
035	O	BH-91571	462.0	6.43E-03	7.97E-05	5.68E-05	1.39E-03	1.28E-05		
035	O	BH-91571	456.5	6.10E-03	6.71E-05	5.46E-05	1.38E-03	1.31E-05		
035	O	BH-91571	451.0	5.83E-03	5.90E-05	5.51E-05	1.45E-03	1.69E-05		
035	O	BH-91571	445.5	6.13E-03	5.74E-05	5.26E-05	1.42E-03	1.97E-05		
035	O	BH-91571	440.0	6.13E-03	5.74E-05	5.23E-05	1.54E-03	1.80E-05		
035	O	BH-91571	434.5	6.29E-03	7.42E-05	5.33E-05	1.61E-03	1.91E-05		
035	O	BH-91571	429.0	6.78E-03	7.98E-05	5.63E-05	1.68E-03	2.06E-05		
035	O	BH-91571	423.5	7.06E-03	8.45E-05	5.51E-05	1.74E-03	2.26E-05		
035	O	BH-91571	418.0	7.06E-03	7.78E-05	5.23E-05	1.70E-03	2.26E-05		
035	O	BH-91571	412.5	7.27E-03	7.04E-05	4.74E-05	1.71E-03	2.38E-05		
035	O	BH-91571	407.0	7.16E-03	6.67E-05	4.02E-05	1.80E-03	2.04E-05		
035	O	BH-91571	401.5	7.83E-03	6.86E-05	4.67E-05	2.10E-03	2.01E-05		
035	O	BH-91571	396.0	8.02E-03	8.61E-05	4.35E-05	2.19E-03	2.17E-05		
035	O	BH-91571	390.5	7.91E-03	9.64E-05	3.89E-05	2.11E-03	1.82E-05		
035	O	BH-91571	385.0	7.68E-03	9.64E-05	4.11E-05	2.14E-03	1.82E-05		
035	O	BH-91571	379.5	6.62E-03	8.11E-05	3.61E-05	1.95E-03	1.65E-05		
035	O	BH-91571	374.0	6.32E-03	7.64E-05	3.32E-05	1.81E-03	1.56E-05		
035	O	BH-91571	368.5	6.17E-03	7.72E-05	3.31E-05	1.61E-03	1.67E-05		
035	O	BH-91571	363.0	6.55E-03	8.19E-05	3.51E-05	1.66E-03	1.54E-05		
035	O	BH-91571	357.5	6.32E-03	7.66E-05	3.73E-05	1.66E-03	1.50E-05		
035	O	BH-91571	352.0	6.90E-03	7.70E-05	3.92E-05	1.66E-03	1.87E-05		
035	O	BH-91571	346.5	6.85E-03	6.49E-05	3.83E-05	1.68E-03	1.75E-05		
035	O	BH-91571	341.0	6.34E-03	6.29E-05	3.31E-05	1.72E-03	1.70E-05		
035	O	BH-91571	335.5	6.68E-03	5.87E-05	2.68E-05	1.86E-03	1.81E-05		
035	O	BH-91571	330.0	6.48E-03	5.93E-05	2.51E-05	1.96E-03	1.78E-05		
035	O	BH-91571	324.5	6.39E-03	5.23E-05	2.51E-05	2.01E-03	1.72E-05		
035	O	BH-91571	319.0	6.55E-03	5.53E-05	2.50E-05	2.05E-03	1.80E-05		
035	O	BH-91571	313.5	6.50E-03	6.40E-05	2.48E-05	1.98E-03	1.79E-05		
035	O	BH-91571	308.0	6.38E-03	6.17E-05	2.18E-05	1.93E-03	1.67E-05		
035	O	BH-91571	302.5	6.49E-03	6.64E-05	2.11E-05	1.91E-03	1.65E-05		
035	O	BH-91571	297.0	6.39E-03	6.74E-05	1.72E-05	1.88E-03	1.52E-05		
035	O	BH-91571	291.5	6.28E-03	6.29E-05	1.80E-05	1.84E-03	1.49E-05		
035	O	BH-91571	286.0	6.30E-03	6.29E-05	2.12E-05	1.82E-03	1.49E-05		
035	O	BH-91571	280.5	6.31E-03	5.54E-05	2.12E-05	1.84E-03	1.64E-05		
035	O	BH-91571	275.0	6.46E-03	5.42E-05	2.51E-05	1.86E-03	1.68E-05		
035	O	BH-91571	269.5	6.64E-03	6.77E-05	2.51E-05	1.95E-03	1.60E-05		
035	O	BH-91571	264.0	6.47E-03	6.10E-05	1.96E-05	1.95E-03	1.60E-05		
035	O	BH-91571	258.5	6.56E-03	6.26E-05	1.87E-05	1.86E-03	1.64E-05		
035	O	BH-91571	253.0	6.74E-03	6.22E-05	1.91E-05	1.77E-03	1.68E-05		
035	O	BH-91571	247.5	6.90E-03	6.48E-05	1.97E-05	1.85E-03	1.59E-05		
035	O	BH-91571	242.0	6.89E-03	7.07E-05	2.38E-05	1.89E-03	1.62E-05		
035	O	BH-91571	236.5	6.79E-03	7.73E-05	2.81E-05	1.91E-03	1.42E-05		
035	O	BH-91571	231.0	6.79E-03	7.83E-05	2.48E-05	2.06E-03	1.42E-05		
035	O	BH-91571	225.5	6.79E-03	8.24E-05	2.89E-05	1.91E-03	1.59E-05		
035	O	BH-91571	220.0	6.87E-03	8.11E-05	3.16E-05	1.89E-03	1.71E-05		
035	O	BH-91571	214.5	6.86E-03	8.69E-05	2.73E-05	1.89E-03	1.74E-05		
035	O	BH-91571	209.0	7.25E-03	8.74E-05	3.14E-05	1.88E-03	1.69E-05		
035	O	BH-91571	203.5	7.03E-03	7.37E-05	3.21E-05	1.84E-03	1.58E-05		
035	O	BH-91571	198.0	7.27E-03	8.49E-05	2.92E-05	1.93E-03	1.57E-05		
035	O	BH-91571	192.5	6.88E-03	8.15E-05	3.11E-05	1.98E-03	1.59E-05		
035	O	BH-91571	187.0	6.85E-03	8.06E-05	2.81E-05	2.03E-03	1.52E-05		
035	O	BH-91571	181.5	6.87E-03	8.39E-05	2.52E-05	2.05E-03	1.75E-05		
035	O	BH-91571	176.0	6.90E-03	7.76E-05	2.71E-05	1.97E-03	1.94E-05		
035	O	BH-91571	170.5	7.05E-03	9.35E-05	2.56E-05	2.12E-03	2.23E-05		
035	O	BH-91571	165.0	6.75E-03	9.39E-05	1.95E-05	2.06E-03	2.10E-05		
035	O	BH-91571	159.5	6.72E-03	7.39E-05	2.14E-05	2.06E-03	2.18E-05		
035	O	BH-91571	154.0	6.77E-03	7.80E-05	2.00E-05	2.07E-03	2.24E-05		
035	O	BH-91571	148.5	7.12E-03	7.80E-05	1.99E-05	2.07E-03	2.06E-05		
035	O	BH-91571	143.0	7.21E-03	6.32E-05	1.86E-05	2.08E-03	2.12E-05		
035	O	BH-91571	137.5	7.07E-03	6.98E-05	1.87E-05	2.18E-03	2.17E-05		
035	O	BH-91571	132.0	7.03E-03	8.25E-05	1.54E-05	2.26E-03	2.10E-05		
035	O	BH-91571	126.5	6.99E-03	8.03E-05	1.72E-05	2.21E-03	2.12E-05		
035	O	BH-91571	121.0	7.40E-03	8.42E-05	1.96E-05	2.32E-03	2.38E-05		
035	O	BH-91571	115.5	7.38E-03	9.06E-05	1.81E-05	2.32E-03	2.66E-05		
035	O	BH-91571	110.0	7.11E-03	7.95E-05	1.82E-05	2.24E-03	2.74E-05		
035	O	BH-91571	104.5	6.66E-03	7.25E-05	1.67E-05	2.20E-03	2.68E-05		
035	O	BH-91571	99.0	6.34E-03	7.02E-05	1.58E-05	2.08E-03	2.34E-05		
035	O	BH-91571	93.5	6.37E-03	7.02E-05	1.66E-05	2.14E-03	2.34E-05		
035	O	BH-91571	88.0	6.65E-03	7.13E-05	1.83E-05	2.11E-03	2.29E-05		
035	O	BH-91571	82.5	6.84E-03	7.31E-05	2.07E-05	2.05E-03	2.52E-05		
035	O	BH-91571	77.0	6.68E-03	7.09E-05	2.11E-05	2.05E-03	2.93E-05		
035	O	BH-91571	71.5	6.55E-03	7.56E-05	2.11E-05	1.99E-03	2.70E-05		
035	O	BH-91571	66.0	6.81E-03	8.20E-05	2.29E-05	1.95E-03	2.69E-05		
035	O	BH-91571	60.5	6.87E-03	7.53E-05	2.31E-05	1.92E-03	2.68E-05		
035	O	BH-91571	55.0	7.03E-03	8.34E-05	2.62E-05	1.93E-03	2.63E-05		
035	O	BH-91571	49.5	7.09E-03	7.54E-05	2.65E-05	1.92E-03	2.54E-05		
035	O	BH-91571	44.0	6.78E-03	6.62E-05	2.38E-05	2.03E-03	2.26E-05		
035	O	BH-91571	38.5	6.70E-03	6.26E-05	2.02E-05	2.04E-03	2.04E-05		
035	O	BH-91571	33.0	6.45E-03	5.77E-05	2.02E-05	1.97E-03	2.00E-05		
035	O	BH-91571	27.5	5.93E-03	5.97E-05	1.93E-05	1.85E-03	1.91E-05		
035	O	BH-91571	22.0	6.00E-03	6.33E-05	2.04E-05	1.81E-03	1.93E-05		
035	O	BH-91571	16.5	5.78E-03	6.27E-05	1.80E-05	1.74E-03	1.87E-05		
035	O	BH-91571	11.0	5.81E-03	6.37E-05	1.49E-05	1.70E-03	1.85E-05		
035	O	BH-91571	5.5	5.91E-03	5.55E-05	2.20E-05	1.69E-03	1.81E-05		
035	O	BH-91571	0.0	6.09E-03	5.28E-05	1.63E-05	1.73E-03	1.75E-05		
035	P	BH-93132	2018.5	4.94E-03	2.61E-05	5.42E-06	2.77E-03	1.86E-05		
035	P	BH-93132	2013.0	5.42E-03	3.26E-05	5.69E-06	3.14E-03	2.02E-05		
035	P	BH-93132	2007.5	4.86E-03	3.67E-05	3.55E-06	2.79E-03	1.79E-05		
035	P	BH-93132	2002.0	4.86E-03	3.85E-05	3.10E-06	2.79E-03	1.88E-05		
035	P	BH-93132	1996.5	4.69E-03	3.66E-05	2.95E-06	2.73E-03	1.62E-05		
035	P	BH-93132	1991.0	4.71E-03	4.38E-05	2.87E-06	2.74E-03	1.66E-05		
035	P	BH-93132	1985.5	4.78E-03	4.44E-05	2.91E-06	2.78E-03	1.69E-05		
035	P	BH-93132	1980.0	4.79E-03	4.40E-05	3.41E-06	2.65E-03	1.53E-05		
035	P	BH-93132	1974.5	4.88E-03	4.94E-05	2.16E-06	2.59E-03	1.35E-05		
035	P	BH-93132	1969.0	5.03E-03	4.44E-05	2.18E-06	2.59E-03	1.36E-05		
035	P	BH-93132	1963.5	5.37E-03	4.63E-05	2.69E-06	2.76E-03	1.58E-05		
035	P	BH-93132	1958.0	5.40E-03	4.63E-05	2.02E-06	2.87E-03	1.69E-05		
035	P	BH-93132	1952.5	5.40E-03	4.50E-05	1.96E-06	2.78E-03	1.64E-05		
035	P	BH-93132	1947.0	5.40E-03	4.45E-05	1.16E-06	2.87E-03	1.61E-05		
035	P	BH-93132	1941.5	5.26E-03	4.45E-05	4.19E-07	2.79E-03	1.48E-05		
035	P	BH-93132	1936.0	5.02E-03	4.07E-05	-1.86E-07	2.80E-03	1.46E-05		
035	P	BH-93132	1930.5	5.07E-03	3.36E-05	-1.87E-07	2.89E-03	1.33E-05		
035	P	BH-93132	1925.0	5.14E-03	3.73E-05	2.61E-07	2.91E-03	1.33E-05		
035	P	BH-93132	1919.5	4.98E-03	2.53E-05	1.40E-06	2.82E-03	1.13E-05		
035	P	BH-93132	1914.0	5.01E-03	2.49E-05	1.41E-06	2.63E-03	1.25E-05		
035	P	BH-93132	1908.5	5.02E-03	3.66E-05	4.73E-06	2.46E-03	1.24E-05		
035	P	BH-93132	1903.0	4.99E-03	3.81E-05	6.89E-06	2.49E-03	1.25E-05		
035	P	BH-93132	1897.5	4.92E-03	4.15E-05	5.02E-06	2.53E-03	1.40E-05		
035	P	BH-93132	1892.0	4.74E-03	4.30E-05	6.14E-06	2.43E-03	1.24E-05		
035	P	BH-93132	1886.5	4.59E-03	4.05E-05	5.95E-06	2.26E-03	1.21E-05		
035	P	BH-93132	1881.0	4.65E-03	4.82E-05	7.08E-06	2.24E-03	1.13E-05		
035	P	BH-93132	1875.5	4.48E-03	3.93E-05	6.85E-06	2.16E-03	9.92E-06		
035	P	BH-93132	1870.0	4.51E-03	3.88E-05	4.86E-06	2.13E-03	9.79E-06		
035	P	BH-93132	1864.5	4.37E-03	3.59E-05	2.67E-06	2.19E-03	1.10E-05		
035	P	BH-93132	1859.0	4.37E-03	2.94E-05	2.54E-06	2.20E-03	1.07E-05		
035	P	BH-93132	1853.5	4.62E-03	4.57E-05	3.32E-06	2.23E-03	1.02E-05		
035	P	BH-93132	1848.0	4.67E-03	3.58E-05	7.69E-06	2.38E-03	1.07E-05		
035	P	BH-93132	1842.5	4.85E-03	3.58E-05	7.69E-06	2.55E-03	1.05E-05		
035	P	BH-93132	1837.0	4.83E-03	4.20E-05	3.44E-06	2.63E-03	1.01E-05		
035	P	BH-93132	1831.5	5.19E-03	3.54E-05	2.62E-06	2.87E-03	1.13E-05		
035	P	BH-93132	1826.0	5.25E-03	3.54E-05	7.00E-07	3.13E-03	1.17E-05		
035	P	BH-93132	1820.5	4.76E-03	2.90E-05	2.67E-06	3.09E-03	1.21E-05		
035	P	BH-93132	1815.0	4.76E-03	2.85E-05	4.76E-06	3.26E-03	1.46E-05		
035	P	BH-93132	1809.5	4.55E-03	2.73E-05	3.91E-06	3.12E-03	1.45E-05		
035	P	BH-93132	1804.0	4.66E-03	2.20E-05	3.91E-06	2.85E-03	1.59E-05		
035	P	BH-93132	1798.5	5.05E-03	2.64E-05	1.81E-06	2.69E-03	1.49E-05		
035	P	BH-93132	1793.0	5.05E-03	2.24E-05	1.81E-06	2.68E-03	1.36E-05		
035	P	BH-93132	1787.5	5.42E-03	2.88E-05	5.85E-06	2.73E-03	1.43E-05		
035	P	BH-93132	1782.0	5.20E-03	3.31E-05	5.87E-06	2.58E-03	1.32E-05		
035	P	BH-93132	1776.5	4.63E-03	3.81E-05	5.36E-06	2.33E-03	1.08E-05		
035	P	BH-93132	1771.0	4.56E-03	3.96E-05	4.17E-06	2.37E-03	1.07E-05		
035	P	BH-93132	1765.5	4.49E-03	4.50E-05	4.17E-06	2.39E-03	1.07E-05		
035	P	BH-93132	1760.0	4.43E-03	4.05E-05	4.39E-06	2.29E-03	1.07E-05		
035	P	BH-93132	1754.5	4.33E-03	3.58E-05	6.08E-06	2.32E-03	1.01E-05		
035	P	BH-93132	1749.0	4.30E-03	4.00E-05	6.45E-06	2.23E-03	8.38E-06		
035	P	BH-93132	1743.5	4.49E-03	3.86E-05	6.44E-06	2.15E-03	8.37E-06		
035	P	BH-93132	1738.0	4.84E-03	3.78E-05	6.88E-06	2.18E-03	9.63E-06		
035	P	BH-93132	1732.5	5.00E-03	3.88E-05	8.58E-06	2.16E-03	1.11E-05		
035	P	BH-93132	1727.0	5.08E-03	3.40E-05	8.54E-06	2.24E-03	1.17E-05		
035	P	BH-93132	1721.5	5.06E-03	3.27E-05	7.67E-06	2.18E-03	1.12E-05		
035	P	BH-93132	1716.0	5.06E-03	3.14E-05	5.21E-06	2.34E-03	1.26E-05		
035	P	BH-93132	1710.5	5.14E-03	3.29E-05	4.42E-06	2.50E-03	1.22E-05		
035	P	BH-93132	1705.0	5.07E-03	3.72E-05	2.81E-06	2.50E-03	1.07E-05		
035	P	BH-93132	1699.5	5.40E-03	3.48E-05	2.07E-06	2.69E-03	1.08E-05		
035	P	BH-93132	1694.0	5.21E-03	3.55E-05	2.00E-06	2.52E-03	9.69E-06		
035	P	BH-93132	1688.5	5.54E-03	3.33E-05	8.57E-07	2.43E-03	1.06E-05		
035	P	BH-93132	1683.0	5.54E-03	3.15E-05	3.07E-06	2.43E-03	1.06E-05		
035	P	BH-93132	1677.5	5.46E-03	3.10E-05	4.00E-06	2.42E-03	1.05E-05		
035	P	BH-93132	1672.0	5.46E-03	2.80E-05	7.09E-06	2.48E-03	1.14E-05		
035	P	BH-93132	1666.5	5.16E-03	2.83E-05	7.20E-06	2.51E-03	1.15E-05		
035	P	BH-93132	1661.0	5.10E-03	3.08E-05	7.18E-06	2.42E-03	1.15E-05		
035	P	BH-93132	1655.5	4.98E-03	3.70E-05	7.18E-06	2.20E-03	1.16E-05		
035	P	BH-93132	1650.0	4.87E-03	3.70E-05	6.63E-06	2.08E-03	1.14E-05		
035	P	BH-93132	1644.5	4.69E-03	3.02E-05	9.32E-06	2.06E-03	9.61E-06		
035	P	BH-93132	1639.0	4.87E-03	2.43E-05	9.64E-06	2.17E-03	8.40E-06		
035	P	BH-93132	1633.5	4.66E-03	2.43E-05	9.64E-06	2.19E-03	8.40E-06		
035	P	BH-93132	1628.0	4.44E-03	2.57E-05	7.57E-06	2.17E-03	8.41E-06		
035	P	BH-93132	1622.5	4.68E-03	3.45E-05	7.90E-06	2.18E-03	9.32E-06		
035	P	BH-93132	1617.0	4.73E-03	3.88E-05	4.96E-06	2.22E-03	9.34E-06		
035	P	BH-93132	1611.5	4.85E-03	3.90E-05	4.96E-06	2.29E-03	8.79E-06		
035	P	BH-93132	1606.0	4.89E-03	5.03E-05	3.87E-06	2.48E-03	9.29E-06		
035	P	BH-93132	1600.5	4.96E-03	6.39E-05	3.92E-06	2.52E-03	9.28E-06		
035	P	BH-93132	1595.0	5.09E-03	6.27E-05	4.74E-06	2.46E-03	9.83E-06		
035	P	BH-93132	1589.5	5.14E-03	6.46E-05	8.30E-06	2.63E-03	1.09E-05		
035	P	BH-93132	1584.0	5.09E-03	5.60E-05	9.04E-06	2.67E-03	1.11E-05		
035	P	BH-93132	1578.5	5.21E-03	4.74E-05	6.95E-06	2.62E-03	1.04E-05		
035	P	BH-93132	1573.0	5.12E-03	4.91E-05	7.00E-06	2.50E-03	1.04E-05		
035	P	BH-93132	1567.5	5.11E-03	4.39E-05	6.19E-06	2.45E-03	1.08E-05		
035	P	BH-93132	1562.0	5.27E-03	3.72E-05	6.19E-06	2.35E-03	9.91E-06		
035	P	BH-93132	1556.5	5.07E-03	3.22E-05	7.03E-06	2.35E-03	9.91E-06		
035	P	BH-93132	1551.0	4.91E-03	3.12E-05	6.31E-06	2.22E-03	9.19E-06		
035	P	BH-93132	1545.5	4.85E-03	3.68E-05	5.82E-06	2.18E-03	8.23E-06		
035	P	BH-93132	1540.0	4.81E-03	4.32E-05	3.11E-06	2.24E-03	7.81E-06		
035	P	BH-93132	1534.5	4.75E-03	4.58E-05	3.01E-06	2.18E-03	7.81E-06		
035	P	BH-93132	1529.0	4.38E-03	4.55E-05	2.98E-06	2.25E-03	7.38E-06		
035	P	BH-93132	1523.5	4.51E-03	3.67E-05	1.58E-06	2.30E-03	7.38E-06		
035	P	BH-93132	1518.0	4.75E-03	2.99E-05	4.49E-06	2.24E-03	7.35E-06		
035	P	BH-93132	1512.5	5.04E-03	3.17E-05	4.54E-06	2.45E-03	7.51E-06		
035	P	BH-93132	1507.0	5.31E-03	3.94E-05	6.17E-06	2.64E-03	7.63E-06		
035	P	BH-93132	1501.5	5.29E-03	3.94E-05	6.17E-06	2.67E-03	7.63E-06		
035	P	BH-93132	1496.0	5.11E-03	3.16E-05	3.08E-06	2.97E-03	7.54E-06		
035	P	BH-93132	1490.5	5.11E-03	2.73E-05	3.08E-06	3.23E-03	8.34E-06		
035	P	BH-93132	1485.0	5.26E-03	2.53E-05	2.97E-06	3.29E-03	1.04E-05		
035	P	BH-93132	1479.5	5.20E-03	2.99E-05	2.91E-06	3.30E-03	1.04E-05		
035	P	BH-93132	1474.0	5.39E-03	3.67E-05	5.43E-06	3.37E-03	1.11E-05		
035	P	BH-93132	1468.5	5.42E-03	4.33E-05	3.06E-06	3.39E-03	1.18E-05		
035	P	BH-93132	1463.0	5.35E-03	4.72E-05	3.87E-06	3.35E-03	1.10E-05		
035	P	BH-93132	1457.5	5.23E-03	4.46E-05	6.87E-06	3.15E-03	1.03E-05		
035	P	BH-93132	1452.0	4.76E-03	4.19E-05	4.81E-06	2.86E-03	9.15E-06		
035	P	BH-93132	1446.5	4.49E-03	3.64E-05	4.69E-06	2.70E-03	8.63E-06		
035	P	BH-93132	1441.0	4.39E-03	3.48E-05	5.37E-06	2.67E-03	9.88E-06		
035	P	BH-93132	1435.5	4.47E-03	3.16E-05	5.67E-06	2.57E-03	9.55E-06		
035	P	BH-93132	1430.0	4.59E-03	3.16E-05	6.41E-06	2.57E-03	8.93E-06		
035	P	BH-93132	1424.5	4.77E-03	4.12E-05	8.40E-06	2.61E-03	8.92E-06		
035	P	BH-93132	1419.0	4.83E-03	4.96E-05	8.23E-06	2.62E-03	8.95E-06		
035	P	BH-93132	1413.5	4.93E-03	5.08E-05	1.25E-05	2.63E-03	9.20E-06		
035	P	BH-93132	1408.0	4.87E-03	4.66E-05	1.22E-05	2.55E-03	9.56E-06		
035	P	BH-93132	1402.5	4.76E-03	4.50E-05	4.54E-06	2.38E-03	8.06E-06		
035	P	BH-93132	1397.0	4.78E-03	4.39E-05	5.88E-06	2.36E-03	8.25E-06		
035	P	BH-93132	1391.5	4.84E-03	4.62E-05	5.15E-06	2.42E-03	8.50E-06		
035	P	BH-93132	1386.0	4.99E-03	4.30E-05	9.49E-06	2.52E-03	9.42E-06		
035	P	BH-93132	1380.5	5.04E-03	4.67E-05	1.20E-05	2.69E-03	1.11E-05		
035	P	BH-93132	1375.0	5.04E-03	5.25E-05	1.20E-05	2.69E-03	1.17E-05		
035	P	BH-93132	1369.5	4.96E-03	5.79E-05	1.21E-05	2.58E-03	1.16E-05		
035	P	BH-93132	1364.0	4.96E-03	6.06E-05	1.07E-05	2.58E-03	1.22E-05		
035	P	BH-93132	1358.5	5.07E-03	4.69E-05	6.14E-06	2.55E-03	1.16E-05		
035	P	BH-93132	1353.0	5.07E-03	4.71E-05	3.06E-06	2.45E-03	9.80E-06		
035	P	BH-93132	1347.5	5.07E-03	4.61E-05	3.06E-06	2.38E-03	9.89E-06		
035	P	BH-93132	1342.0	5.27E-03	3.81E-05	4.95E-06	2.30E-03	8.30E-06		
035	P	BH-93132	1336.5	5.38E-03	4.71E-05	5.11E-06	2.38E-03	1.02E-05		
035	P	BH-93132	1331.0	5.42E-03	3.67E-05	6.00E-06	2.41E-03	1.06E-05		
035	P	BH-93132	1325.5	5.35E-03	3.52E-05	4.64E-06	2.40E-03	9.94E-06		
035	P	BH-93132	1320.0	5.27E-03	4.42E-05	4.63E-06	2.40E-03	9.92E-06		
035	P	BH-93132	1314.5	5.21E-03	3.56E-05	4.38E-06	2.47E-03	9.01E-06		
035	P	BH-93132	1309.0	5.15E-03	2.94E-05	3.05E-06	2.43E-03	8.50E-06		
035	P	BH-93132	1303.5	4.92E-03	1.63E-05	5.09E-06	2.31E-03	8.22E-06		
035	P	BH-93132	1298.0	4.90E-03	1.16E-05	2.39E-06	2.32E-03	8.22E-06		
035	P	BH-93132	1292.5	4.88E-03	1.27E-05	2.56E-06	2.46E-03	8.40E-06		
035	P	BH-93132	1287.0	4.85E-03	1.60E-05	2.01E-06	2.49E-03	7.49E-06		
035	P	BH-93132	1281.5	4.92E-03	2.32E-05	2.05E-06	2.54E-03	7.63E-06		
035	P	BH-93132	1276.0	4.84E-03	3.96E-05	5.53E-06	2.48E-03	7.68E-06		
035	P	BH-93132	1270.5	5.00E-03	3.86E-05	7.75E-06	2.40E-03	7.88E-06		
035	P	BH-93132	1265.0	5.12E-03	3.69E-05	8.60E-06	2.26E-03	7.60E-06		
035	P	BH-93132	1259.5	4.93E-03	3.09E-05	1.01E-05	2.07E-03	7.28E-06		
035	P	BH-93132	1254.0	4.84E-03	3.04E-05	7.91E-06	2.04E-03	6.40E-06		
035	P	BH-93132	1248.5	4.90E-03	3.41E-05	8.50E-06	2.19E-03	6.43E-06		
035	P	BH-93132	1243.0	5.16E-03	4.36E-05	8.70E-06	2.33E-03	8.27E-06		
035	P	BH-93132	1237.5	5.70E-03	5.07E-05	5.79E-06	2.48E-03	8.58E-06		
035	P	BH-93132	1232.0	5.70E-03	5.07E-05	2.97E-06	2.47E-03	8.58E-06		
035	P	BH-93132	1226.5	5.88E-03	4.49E-05	3.05E-06	2.54E-03	9.46E-06		
035	P	BH-93132	1221.0	5.59E-03	3.57E-05	7.29E-06	2.53E-03	8.52E-06		
035	P	BH-93132	1215.5	5.46E-03	3.59E-05	7.59E-06	2.47E-03	7.76E-06		
035	P	BH-93132	1210.0	5.67E-03	3.93E-05	1.06E-05	2.33E-03	8.74E-06		
035	P	BH-93132	1204.5	5.63E-03	3.68E-05	6.32E-06	2.30E-03	8.41E-06		
035	P	BH-93132	1199.0	5.63E-03	3.53E-05	3.47E-06	2.30E-03	9.52E-06		
035	P	BH-93132	1193.5	5.61E-03	3.26E-05	5.82E-06	2.31E-03	1.02E-05		
035	P	BH-93132	1188.0	5.57E-03	2.96E-05	5.22E-06	2.27E-03	8.84E-06		
035	P	BH-93132	1182.5	5.41E-03	3.44E-05	4.93E-06	2.18E-03	9.52E-06		
035	P	BH-93132	1177.0	5.36E-03	3.38E-05	6.21E-06	2.08E-03	9.66E-06		
035	P	BH-93132	1171.5	5.55E-03	3.32E-05	4.29E-06	1.96E-03	9.04E-06		
035	P	BH-93132	1166.0	5.55E-03	3.22E-05	4.29E-06	1.96E-03	8.68E-06		
035	P	BH-93132	1160.5	5.57E-03	3.25E-05	5.72E-06	2.13E-03	7.71E-06		
035	P	BH-93132	1155.0	5.14E-03	3.28E-05	2.84E-06	2.31E-03	7.34E-06		
035	P	BH-93132	1149.5	5.20E-03	3.02E-05	6.06E-06	2.33E-03	7.42E-06		
035	P	BH-93132	1144.0	5.13E-03	3.46E-05	1.06E-06	2.30E-03	7.01E-06		
035	P	BH-93132	1138.5	5.30E-03	2.80E-05	1.30E-06	2.38E-03	7.24E-06		
035	P	BH-93132	1133.0	5.88E-03	2.39E-05	6.50E-06	2.52E-03	6.58E-06		
035	P	BH-93132	1127.5	5.01E-03	2.58E-05	3.02E-06	2.24E-03	5.95E-06		
035	P	BH-93132	1122.0	5.77E-03	2.96E-05	3.48E-06	2.60E-03	6.01E-06		
035	P	BH-93132	1116.5	5.77E-03	3.09E-05	3.11E-06	2.50E-03	5.39E-06		
035	P	BH-93132	1111.0	5.46E-03	2.99E-05	-5.91E-07	2.29E-03	5.63E-06		
035	P	BH-93132	1105.5	5.70E-03	2.84E-05	1.59E-06	2.22E-03	5.83E-06		
035	P	BH-93132	1100.0	5.62E-03	2.37E-05	5.14E-06	1.94E-03	6.71E-06		
035	P	BH-93132	1094.5	5.24E-03	2.22E-05	2.98E-06	1.81E-03	7.50E-06		
035	P	BH-93132	1089.0	5.28E-03	1.78E-05	2.92E-06	1.90E-03	7.35E-06		
035	P	BH-93132	1083.5	5.28E-03	1.57E-05	-2.37E-07	1.93E-03	6.16E-06		
035	P	BH-93132	1078.0	5.86E-03	1.38E-05	-2.65E-07	2.16E-03	7.18E-06		
035	P	BH-93132	1072.5	5.63E-03	1.38E-05	-1.23E-06	2.13E-03	7.18E-06		
035	P	BH-93132	1067.0	6.01E-03	2.39E-05	2.85E-06	2.27E-03	9.65E-06		
035	P	BH-93132	1061.5	6.15E-03	4.06E-05	4.74E-06	2.32E-03	9.88E-06		
035	P	BH-93132	1056.0	5.61E-03	4.39E-05	5.73E-06	2.18E-03	9.59E-06		
035	P	BH-93132	1050.5	5.66E-03	4.17E-05	5.73E-06	2.18E-03	9.59E-06		
035	P	BH-93132	1045.0	4.99E-03	3.77E-05	5.06E-06	1.97E-03	9.74E-06		
035	P	BH-93132	1039.5	4.87E-03	3.67E-05	8.06E-06	1.92E-03	9.51E-06		
035	P	BH-93132	1034.0	4.82E-03	3.84E-05	8.06E-06	1.93E-03	8.66E-06		
035	P	BH-93132	1028.5	4.97E-03	4.78E-05	8.40E-06	1.98E-03	6.46E-06		
035	P	BH-93132	1023.0	4.89E-03	5.30E-05	8.17E-06	1.93E-03	6.46E-06		
035	P	BH-93132	1017.5	4.94E-03	5.28E-05	6.18E-06	1.93E-03	6.94E-06		
